,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text,pdf_page,bottom,right
32,5,1,1,1,5,5,1358,761,70,37,93,101,9,798,1428
33,5,1,1,1,5,6,1450,781,15,8,93,-,9,789,1465
34,5,1,1,1,5,7,1482,763,181,35,96,reduced,9,798,1663
35,5,1,1,1,5,8,1682,761,239,37,95,disclosure,9,798,1921
36,5,1,1,1,5,9,1939,761,265,45,96,exemptions,9,806,2204
37,4,1,1,1,6,0,687,871,1947,48,-1,,9,919,2634
38,5,1,1,1,6,1,687,873,81,36,96,The,9,909,768
39,5,1,1,1,6,2,786,871,205,47,95,Company,9,918,991
40,5,1,1,1,6,3,1008,873,72,36,95,has,9,909,1080
41,5,1,1,1,6,4,1097,874,115,35,95,taken,9,909,1212
42,5,1,1,1,6,5,1230,873,222,46,95,advantage,9,919,1452
43,5,1,1,1,6,6,1469,871,40,37,95,of,9,908,1509
44,5,1,1,1,6,7,1521,874,64,35,96,the,9,909,1585
45,5,1,1,1,6,8,1602,872,185,47,96,following,9,919,1787
46,5,1,1,1,6,9,1805,873,215,36,96,disclosure,9,909,2020
47,5,1,1,1,6,10,2037,873,244,45,95,exemptions,9,918,2281
48,5,1,1,1,6,11,2299,873,121,35,93,under,9,908,2420
49,5,1,1,1,6,12,2437,871,91,38,91,FRS,9,909,2528
50,5,1,1,1,6,13,2548,873,86,35,0,101,9,908,2634
51,4,1,1,1,7,0,688,932,1436,38,-1,,9,970,2124
52,5,1,1,1,7,1,688,946,17,16,38,e,9,962,705
53,5,1,1,1,7,2,792,933,65,35,95,the,9,968,857
54,5,1,1,1,7,3,875,933,278,37,95,requirements,9,970,1153
55,5,1,1,1,7,4,1170,932,42,36,96,of,9,968,1212
56,5,1,1,1,7,5,1226,933,105,37,92,IFRS,9,970,1331
57,5,1,1,1,7,6,1348,934,23,34,96,7,9,968,1371
58,5,1,1,1,7,7,1390,933,190,37,89,Financial,9,970,1580
59,5,1,1,1,7,8,1597,933,259,37,80,Instruments,9,970,1856
60,5,1,1,1,7,9,1877,933,247,37,12,Disclosures,9,970,2124
0,1,1,0,0,0,0,0,0,3106,970,-1,,10,970,3106
1,2,1,1,0,0,0,431,188,2425,774,-1,,10,962,2856
2,3,1,1,1,0,0,431,188,2425,774,-1,,10,962,2856
3,4,1,1,1,1,0,431,188,708,39,-1,,10,227,1139
4,5,1,1,1,1,1,431,188,60,37,96,CF,10,225,491
5,5,1,1,1,1,2,510,188,197,39,96,SPARKS,10,227,707
6,5,1,1,1,1,3,726,188,200,39,95,BOLTON,10,227,926
7,5,1,1,1,1,4,947,190,192,37,95,LIMITED,10,227,1139
8,4,1,1,1,2,0,431,391,976,38,-1,,10,429,1407
9,5,1,1,1,2,1,431,391,163,36,95,NOTES,10,427,594
10,5,1,1,1,2,2,611,391,65,37,95,TO,10,428,676
11,5,1,1,1,2,3,693,391,95,36,95,THE,10,427,788
12,5,1,1,1,2,4,807,393,256,36,96,FINANCIAL,10,429,1063
13,5,1,1,1,2,5,1079,391,328,37,96,STATEMENTS,10,428,1407
14,4,1,1,1,3,0,432,447,1022,38,-1,,10,485,1454
15,5,1,1,1,3,1,432,447,97,37,96,FOR,10,484,529
16,5,1,1,1,3,2,546,448,95,36,95,THE,10,484,641
17,5,1,1,1,3,3,657,448,132,36,96,YEAR,10,484,789
18,5,1,1,1,3,4,807,448,166,37,95,ENDED,10,485,973
19,5,1,1,1,3,5,991,448,44,37,96,31,10,485,1035
20,5,1,1,1,3,6,1060,448,274,37,95,DECEMBER,10,485,1334
21,5,1,1,1,3,7,1353,448,101,37,96,2019,10,485,1454
22,4,1,1,1,4,0,432,636,879,47,-1,,10,683,1311
23,5,1,1,1,4,1,432,636,34,37,0,2,10,673,466
24,5,1,1,1,4,2,570,636,262,47,95,Accounting,10,683,832
25,5,1,1,1,4,3,852,636,178,45,95,policies,10,681,1030
26,5,1,1,1,4,4,1049,636,262,45,26,(continued),10,681,1311
27,4,1,1,1,5,0,570,750,303,35,-1,,10,785,873
28,5,1,1,1,5,1,570,750,63,35,0,27,10,785,633
29,5,1,1,1,5,2,674,750,199,35,95,Taxation,10,785,873
30,4,1,1,1,6,0,674,856,2181,49,-1,,10,905,2855
31,5,1,1,1,6,1,674,860,79,36,96,Tax,10,896,753
32,5,1,1,1,6,2,772,860,30,36,96,is,10,896,802
33,5,1,1,1,6,3,821,861,234,44,96,recognised,10,905,1055
34,5,1,1,1,6,4,1075,860,33,36,96,in,10,896,1108
35,5,1,1,1,6,5,1125,861,65,35,96,the,10,896,1190
36,5,1,1,1,6,6,1209,859,219,38,96,Statement,10,897,1428
37,5,1,1,1,6,7,1445,859,41,37,96,of,10,896,1486
38,5,1,1,1,6,8,1500,859,339,46,92,Comprehensive,10,905,1839
39,5,1,1,1,6,9,1858,860,166,42,92,Income,10,902,2024
40,5,1,1,1,6,10,2044,856,140,49,96,except,10,905,2184
41,5,1,1,1,6,11,2200,860,79,36,96,that,10,896,2279
42,5,1,1,1,6,12,2295,868,22,28,96,a,10,896,2317
43,5,1,1,1,6,13,2336,861,145,44,96,charge,10,905,2481
44,5,1,1,1,6,14,2498,860,237,36,96,attributable,10,896,2735
45,5,1,1,1,6,15,2751,861,38,35,96,to,10,896,2789
46,5,1,1,1,6,16,2806,868,49,28,97,an,10,896,2855
47,4,1,1,1,7,0,677,915,2179,47,-1,,10,962,2856
48,5,1,1,1,7,1,677,917,87,36,94,item,10,953,764
49,5,1,1,1,7,2,789,916,39,37,94,of,10,953,828
50,5,1,1,1,7,3,850,916,152,35,96,income,10,951,1002
51,5,1,1,1,7,4,1027,915,77,36,96,and,10,951,1104
52,5,1,1,1,7,5,1128,925,180,36,96,expense,10,961,1308
53,5,1,1,1,7,6,1333,916,232,46,96,recognised,10,962,1565
54,5,1,1,1,7,7,1590,925,46,26,96,as,10,951,1636
55,5,1,1,1,7,8,1660,915,109,36,96,other,10,951,1769
56,5,1,1,1,7,9,1790,916,327,45,96,comprehensive,10,961,2117
57,5,1,1,1,7,10,2141,915,153,36,96,income,10,951,2294
58,5,1,1,1,7,11,2317,925,41,26,96,or,10,951,2358
59,5,1,1,1,7,12,2378,918,37,33,96,to,10,951,2415
60,5,1,1,1,7,13,2439,924,48,27,96,an,10,951,2487
61,5,1,1,1,7,14,2512,916,86,35,95,item,10,951,2598
62,5,1,1,1,7,15,2623,915,233,46,96,recognised,10,961,2856
0,1,1,0,0,0,0,0,0,3106,970,-1,,11,970,3106
1,2,1,1,0,0,0,439,193,2417,771,-1,,11,964,2856
2,3,1,1,1,0,0,439,193,2417,771,-1,,11,964,2856
3,4,1,1,1,1,0,439,193,705,39,-1,,11,232,1144
4,5,1,1,1,1,1,439,193,59,37,93,CF,11,230,498
5,5,1,1,1,1,2,517,194,197,37,95,SPARKS,11,231,714
6,5,1,1,1,1,3,733,194,200,37,96,BOLTON,11,231,933
7,5,1,1,1,1,4,954,194,190,38,96,LIMITED,11,232,1144
8,4,1,1,1,2,0,439,395,973,38,-1,,11,433,1412
9,5,1,1,1,2,1,439,395,163,37,95,NOTES,11,432,602
10,5,1,1,1,2,2,619,396,64,36,96,TO,11,432,683
11,5,1,1,1,2,3,700,396,96,36,96,THE,11,432,796
12,5,1,1,1,2,4,815,396,254,37,94,FINANCIAL,11,433,1069
13,5,1,1,1,2,5,1086,396,326,37,94,STATEMENTS,11,433,1412
14,4,1,1,1,3,0,439,452,1021,36,-1,,11,488,1460
15,5,1,1,1,3,1,439,452,98,36,96,FOR,11,488,537
16,5,1,1,1,3,2,555,452,94,36,95,THE,11,488,649
17,5,1,1,1,3,3,666,452,130,36,96,YEAR,11,488,796
18,5,1,1,1,3,4,815,452,165,36,95,ENDED,11,488,980
19,5,1,1,1,3,5,998,453,45,35,95,31,11,488,1043
20,5,1,1,1,3,6,1067,452,273,36,94,DECEMBER,11,488,1340
21,5,1,1,1,3,7,1358,453,102,35,91,2019,11,488,1460
22,4,1,1,1,4,0,439,639,876,46,-1,,11,685,1315
23,5,1,1,1,4,1,439,641,36,35,0,2,11,676,475
24,5,1,1,1,4,2,578,639,262,46,95,Accounting,11,685,840
25,5,1,1,1,4,3,859,639,176,46,96,policies,11,685,1035
26,5,1,1,1,4,4,1055,639,260,45,95,(continued),11,684,1315
27,4,1,1,1,5,0,578,751,318,37,-1,,11,788,896
28,5,1,1,1,5,1,578,752,90,36,0,210,11,788,668
29,5,1,1,1,5,2,683,751,213,37,96,Creditors,11,788,896
30,4,1,1,1,6,0,683,863,2173,46,-1,,11,909,2856
31,5,1,1,1,6,1,683,863,195,36,96,Creditors,11,899,878
32,5,1,1,1,6,2,897,872,67,27,96,are,11,899,964
33,5,1,1,1,6,3,983,863,228,46,96,obligations,11,909,1211
34,5,1,1,1,6,4,1229,865,39,34,96,to,11,899,1268
35,5,1,1,1,6,5,1289,871,72,38,96,pay,11,909,1361
36,5,1,1,1,6,6,1377,863,56,35,96,for,11,898,1433
37,5,1,1,1,6,7,1451,863,128,46,96,goods,11,909,1579
38,5,1,1,1,6,8,1598,872,41,27,95,or,11,899,1639
39,5,1,1,1,6,9,1658,863,173,36,96,services,11,899,1831
40,5,1,1,1,6,10,1849,863,79,36,96,that,11,899,1928
41,5,1,1,1,6,11,1948,864,100,35,96,have,11,899,2048
42,5,1,1,1,6,12,2067,864,103,35,96,been,11,899,2170
43,5,1,1,1,6,13,2189,863,181,44,96,acquired,11,907,2370
44,5,1,1,1,6,14,2392,864,31,34,96,in,11,898,2423
45,5,1,1,1,6,15,2441,863,66,35,96,the,11,898,2507
46,5,1,1,1,6,16,2525,863,172,44,96,ordinary,11,907,2697
47,5,1,1,1,6,17,2714,871,142,28,96,course,11,899,2856
48,4,1,1,1,7,0,683,918,577,46,-1,,11,964,1260
49,5,1,1,1,7,1,683,918,41,37,96,of,11,955,724
50,5,1,1,1,7,2,740,918,188,37,96,business,11,955,928
51,5,1,1,1,7,3,943,918,95,37,93,from,11,955,1038
52,5,1,1,1,7,4,1056,918,204,46,0,suppliers,11,964,1260
