,Fixed Assets (t),Cash (t),Debtors (t),Current Liabilities (t),Working Capital (t),Current Assets (t),Capital Employed (t),Shareholders's Funds (t),Turnover (t),Cost of Sales (t),Gross profit (t),Administrative Expenses (t),Operating profit (t),Interest payable (t),Profit before tax (t),Tax (t),Profit after tax (t),Fixed Assets (t-1),Cash (t-1),Debtors (t-1),Current Liabilities (t-1),Working Capital (t-1),Current Assets (t-1),Capital Employed (t-1),Shareholders's Funds (t-1),Turnover (t-1),Cost of Sales (t-1),Gross profit (t-1),Administrative Expenses (t-1),Operating profit (t-1),Interest payable (t-1),Profit before tax (t-1),Tax (t-1),Profit after tax (t-1),Firm Reg
0,87721,542020,-139107,651488,790595,651488,651488,,-216124,176041,-211047,,0,-39385,18586,-20799,0,299268,341326,-110461,672287,782748,672287,672287,,-290157,415356,-245252,,0,162403,-43711,118692,2924393
0,148000,0,-242000,582000,0,582000,582000,1708,-113,1595,-1267,328,0,0,14,342,62000,90000,0,-186000,179000,62000,241000,240000,1536,-135,1401,-1228,173,0,0,-28,145,6583650
99294,0,1310441,-1804686,292167,2196147,391461,208998,14580981,-13519559,1061422,-1004570,,0,56852,-27412,29440,129385,0,483092,824460,28952,982797,158337,152338,14066218,-12994777,1071441,-1113814,,0,-42373,-7908,-50281,4593451
2792900,0,852,183,-2237331,852,555569,555569,,-66748,-169329,-102581,-169329,-192,-169521,0,-169521,2807201,0,139088,-2221198,-2082110,139088,725091,725091,,-162675,-212516,-49841,-212516,-142,-212658,703,-211955,4269351
0,0,9700000,-76375000,16518000,0,16518000,16518000,9700000,,,-1886000,7814000,-1268000,6546000,-190000,6356000,0,0,9700000,-79682000,-69982000,84144000,14162000,14162000,9700000,,,-3030000,6670000,-1047000,5623000,-1596000,4027000,4109632
0,0,1376824586,1565198551,399851,77250154,12180634,12180634,80306969,-69454319,10852650,-934869,9917781,-117707,9920865,-1884964,8035901,0,0,90133346,77976804,0,90133346,12156542,12156542,103133114,-90699933,12433181,-2338843,10094338,-39350,10225870,-1954473,8271397,6423121
0,0,682000,-1364000,-682000,682000,,-682000,6947000,,-87000,7034000,-87000,-11000,-98000,5000,-93000,0,0,510000,-1173000,-663000,510000,,-663000,7285000,,-68000,-7353000,-68000,-10000,-78000,6000,-72000,6656934
10308000,4492000,0,-8968000,-2419000,6549000,7889000,-38975000,82817000,-78984000,3833000,-49704000,-45871000,0,-47230000,0,-47230000,25365000,6283000,0,-71726000,-61923000,9803000,36558000,-41458000,88033000,-81102000,6931000,-61439000,-54508000,0,-54957000,210000,-54747000,7228130
0,25039,11805096,-18761073,-6930938,12006444,5075506,5075506,60156292,-56159598,3996694,-3550922,445772,-143583,302189,20932,323121,0,799706,21815176,-30575328,-7960446,12712831,4752385,4752385,67025734,-60881191,6144543,-4919217,1225326,-82012,1143314,-30913,1112401,1569634
45046000,0,0,-6911000,-6911000,-6911000,38135000,-15273000,,,0,0,0,-5138000,-5138000,0,-5138000,45046000,0,0,-5955000,-5955000,-5955000,39091000,-9575000,,,-2137000,-2137000,-2137000,-2758000,-4895000,0,-4895000,9511818
0,465600,2342466,-43868,33623403,33667271,0,35965869,,,,-404640,4055,0,163552,0,163552,0,310005,3553977,-49166,32248340,32297506,0,35802317,,,,-340171,-1107,0,688387,0,688387,1478153
3452000,0,3406000,-8449000,-746000,7703000,2706000,749000,17311000,-15718000,1593000,-1282000,-269000,-1000,-270000,10000,-260000,3516000,0,2757000,-6865000,-579000,6286000,2937000,1009000,17779000,-15789000,1990000,-1143000,110000,-33000,77000,-246000,-169000,5817189
0,10,0,-1186,4188,0,4832,3555,,,-4,-4,-4,-40,-2725,-45,-2770,0,11,0,-1331,4076,0,7558,6995,,,-3,-3,-3,-51,100,-39,61,1367044
0,552000,12023000,-7313000,5262000,12575000,,2257000,31366000,-29872000,1494000,-516000,978000,-80000,1012000,-204000,808000,0,1190000,13023000,-9759000,4454000,14213000,,1449000,43003000,-40981000,2022000,-504000,1518000,0,1857000,-565000,1292000,1122808
