, CompanyNumber,CompanyName,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,numberPrevNameChanges,NumberOfIndustires,PrimaryIndustry
603,01461040,LOGRUN 94 LIMITED,3.0,2.0,0.0,1.0,0,1,5010 - Sale of motor vehicles
604,00843621,LOJICS RESOURCE SERVICES LIMITED,12.0,4.0,0.0,8.0,1,1,7470 - Other cleaning activities
605,NI046018,LOMOND RETAIL LIMITED,1.0,1.0,0.0,0.0,0,1,None Supplied
606,10698659,LONDON 60 ST MARTIN LANE CENTRE LIMITED,3.0,3.0,0.0,0.0,1,2,68209 - Other letting and operating of own or leased real estate
607,OC329092,LONDON BRIDGE ENTERTAINMENT PARTNERS LLP,2.0,2.0,0.0,0.0,0,1,None Supplied
608,08140312,LONDON CAPITAL & FINANCE PLC,2.0,2.0,0.0,0.0,4,1,82990 - Other business support service activities n.e.c.
609,10831152,LONDON CHISWICK FISHERS LANE CENTRE LIMITED,3.0,3.0,0.0,0.0,1,1,99999 - Dormant Company
610,00419450,LONDON CRYSTAL WINDOW CLEANING CO LIMITED(THE),0.0,0.0,0.0,0.0,0,1,7470 - Other cleaning activities
611,09148174,LONDON FOOD PRODUCTION LIMITED,0.0,0.0,0.0,0.0,1,1,82990 - Other business support service activities n.e.c.
612,03418447,LONDON GREEN DEVELOPMENTS LIMITED,59.0,54.0,0.0,5.0,0,2,4521 - Gen construction & civil engineer
613,02618624,LONDON INTERNATIONAL FINANCE LTD.,1.0,1.0,0.0,0.0,0,1,7487 - Other business activities
614,10831261,LONDON JUBILEE HOUSE CENTRE LIMITED,3.0,3.0,0.0,0.0,1,1,99999 - Dormant Company
615,09955158,LONDON KINGSWAY CENTRE LIMITED,1.0,1.0,0.0,0.0,1,2,68209 - Other letting and operating of own or leased real estate
616,06955648,LONDON MONUMENT CENTRE LIMITED,2.0,2.0,0.0,0.0,1,2,68209 - Other letting and operating of own or leased real estate
617,09734575,LONDON OIL & GAS LIMITED,1.0,1.0,0.0,0.0,0,1,70229 - Management consultancy activities other than financial management
618,10422106,LONDON PALL MALL CENTRE LIMITED,3.0,3.0,0.0,0.0,1,2,68209 - Other letting and operating of own or leased real estate
619,07114380,LONDON RE-USE LIMITED,2.0,2.0,0.0,0.0,3,2,94990 - Activities of other membership organizations n.e.c.
620,02172215,LONDON WIPER COMPANY LIMITED,14.0,11.0,0.0,3.0,0,1,38320 - Recovery of sorted materials
621,03387883,LONDON WORKS LIMITED,1.0,1.0,0.0,0.0,0,3,4545 - Other building completion
622,03970495,LONELY PLANET PUBLICATIONS LIMITED,1.0,0.0,0.0,1.0,0,1,58110 - Book publishing
623,03902703,LONGACRE PARTNERS LIMITED,2.0,0.0,0.0,2.0,0,1,64999 - Financial intermediation not elsewhere classified
624,07768410,LONGLEAT BISHOPSTROW LIMITED,2.0,0.0,0.0,2.0,1,1,55100 - Hotels and similar accommodation
625,05130900,LONGMEADE LIMITED,1.0,0.0,0.0,1.0,0,1,7415 - Holding Companies including Head Offices
626,00237023,LONGTON INDUSTRIAL HOLDINGS LIMITED,6.0,1.0,0.0,5.0,0,1,7415 - Holding Companies including Head Offices
627,04990015,LORICA ADVISORY SERVICES LIMITED,4.0,0.0,0.0,4.0,3,1,96090 - Other service activities n.e.c.
628,02993498,LORIENT GROUP LIMITED,10.0,0.0,0.0,10.0,1,1,64209 - Activities of other holding companies n.e.c.
629,02740936,LORRENTO LIMITED,1.0,1.0,0.0,0.0,0,1,None Supplied
630,02348555,LOUIE CLOTHING COMPANY LIMITED,9.0,7.0,0.0,2.0,0,1,46420 - Wholesale of clothing and footwear
631,03127114,LOUIS HAMILTON HOLDINGS LIMITED,10.0,6.0,0.0,4.0,0,2,7011 - Development & sell real estate
632,05649075,LOWCOSTAVIATION.COM LIMITED,2.0,1.0,0.0,1.0,2,1,79110 - Travel agency activities
633,06527618,LOWELL ACQUISITIONS LIMITED,8.0,5.0,0.0,3.0,1,1,82990 - Other business support service activities n.e.c.
634,07987062,LOWELL FINANCE HOLDINGS LIMITED,5.0,5.0,0.0,0.0,0,1,82911 - Activities of collection agencies
635,05069513,LOWELL FINANCE LTD,14.0,7.0,0.0,7.0,2,1,70100 - Activities of head offices
636,06527632,LOWELL FUNDING LIMITED,5.0,5.0,0.0,0.0,1,1,82990 - Other business support service activities n.e.c.
637,07970601,LOWELL GROUP FINANCING LIMITED,4.0,4.0,0.0,0.0,0,1,64205 - Activities of financial services holding companies
638,05069357,LOWELL HOLDINGS LTD,12.0,5.0,0.0,7.0,2,1,64209 - Activities of other holding companies n.e.c.
639,06527689,LOWELL PORTFOLIO III LIMITED,5.0,5.0,0.0,0.0,2,1,82990 - Other business support service activities n.e.c.
640,02517477,LOWER LODGE PRODUCTIONS LIMITED,0.0,0.0,0.0,0.0,0,1,9231 - Artistic & literary creation etc
641,05565259,LOWLAND HOMES LIMITED,1.0,1.0,0.0,0.0,0,1,74990 - Non-trading company
642,03496444,LPB REALISATIONS 2020 LIMITED,17.0,3.0,0.0,14.0,2,1,56101 - Licensed restaurants
643,06255775,LRH WEALTH MANAGEMENT LIMITED,1.0,0.0,0.0,1.0,0,1,64999 - Financial intermediation not elsewhere classified
644,SC216504,LS PETROLEUM 2 LTD,7.0,0.0,0.0,7.0,3,1,74990 - Non-trading company
645,SC189858,LS PETROLEUM 3 LTD,4.0,0.0,0.0,4.0,3,1,82990 - Other business support service activities n.e.c.
646,SC172261,LS PETROLEUM 4 LTD,5.0,0.0,0.0,5.0,3,2,70229 - Management consultancy activities other than financial management
647,02890858,LSAS HYGIENE LIMITED,0.0,0.0,0.0,0.0,0,1,9000 - Refuse disposal
648,02424316,LSG SKY CHEFS UK LIMITED,9.0,0.0,0.0,9.0,1,1,56210 - Event catering activities
649,07880327,LSK REALISATIONS LIMITED,2.0,2.0,0.0,0.0,2,1,82990 - Other business support service activities n.e.c.
650,08951362,LTF3 LIMITED,1.0,1.0,0.0,0.0,0,1,64929 - Other credit granting n.e.c.
651,02018906,LTG GATESHEAD LIMITED,8.0,0.0,0.0,8.0,2,1,2852 - General mechanical engineering
652,05739079,LUBENHAM DEVELOPMENT LTD,3.0,3.0,0.0,0.0,0,1,7011 - Development & sell real estate
653,04940555,LUCINDA JANE LTD,4.0,1.0,0.0,3.0,2,1,47722 - Retail sale of leather goods in specialised stores
654,03763185,LUCULLUS LTD,0.0,0.0,0.0,0.0,0,1,62090 - Other information technology service activities
655,05595899,LUDORUM PLC,8.0,0.0,0.0,8.0,1,2,59111 - Motion picture production activities
656,08425332,LUMATA HOLDINGS LIMITED,1.0,0.0,0.0,1.0,1,1,70100 - Activities of head offices
657,07242394,LUMESSE GLOBAL LIMITED,4.0,0.0,0.0,4.0,1,1,62020 - Information technology consultancy activities
658,03830443,LUMX ASSET MANAGEMENT (U.K.) LIMITED,3.0,0.0,0.0,3.0,1,1,66300 - Fund management activities
659,00729912,LUNAR CARAVANS LIMITED,9.0,2.0,0.0,7.0,0,1,29203 - Manufacture of caravans
660,OC388117,LUNAR INVESTORS (HOLDING) LLP,1.0,0.0,0.0,1.0,0,1,None Supplied
661,OC388127,LUNAR INVESTORS LLP,1.0,0.0,0.0,1.0,0,1,None Supplied
662,00198535,LUPFAWSMA LIMITED,2.0,2.0,0.0,0.0,1,1,1730 - Finishing of textiles
663,07379942,LUX FINANCE LIMITED,0.0,0.0,0.0,0.0,0,1,82990 - Other business support service activities n.e.c.
664,08013835,LUXURY FOR LESS LIMITED,7.0,5.0,0.0,2.0,2,1,82990 - Other business support service activities n.e.c.
665,02896616,LXE (UK) LTD.,1.0,0.0,0.0,1.0,0,1,26512 - Manufacture of electronic industrial process control equipment
666,07917717,LY REALISATIONS LIMITED,9.0,2.0,0.0,7.0,2,1,13100 - Preparation and spinning of textile fibres
667,01594360,LYNX COMMUNICATION SYSTEMS LIMITED,1.0,1.0,0.0,0.0,0,1,None Supplied
668,01982317,LYTE INDUSTRIES (WALES) LIMITED,16.0,5.0,0.0,11.0,0,1,25990 - Manufacture of other fabricated metal products n.e.c.
669,03274741,M & B PRECISION LIMITED,0.0,0.0,0.0,0.0,0,1,7487 - Other business activities
670,SC154915,M & D (LEISURE) LIMITED,11.0,3.0,0.0,8.0,0,2,55100 - Hotels and similar accommodation
671,06423048,M & O TRADING LIMITED,2.0,2.0,0.0,0.0,0,1,"47110 - Retail sale in non-specialised stores with food, beverages or tobacco predominating"
672,03348870,M G M CONSULTANTS LIMITED,0.0,0.0,0.0,0.0,0,1,7450 - Labour recruitment
673,01098034,M REALISATIONS 2020 LIMITED,12.0,3.0,0.0,9.0,1,1,47710 - Retail sale of clothing in specialised stores
674,08214036,M&G UKCF II GP LIMITED,0.0,0.0,0.0,0.0,0,1,74990 - Non-trading company
675,01847374,M. & J. BUILDING COMPANY LIMITED,0.0,0.0,0.0,0.0,0,1,4521 - Gen construction & civil engineer
676,03958103,M.A.P. STRUCTURAL STEEL SERVICES LIMITED,1.0,1.0,0.0,0.0,0,1,2811 - Manufacture metal structures & parts
677,01043289,M.B.C. (BUILDERS-ASHINGDON) LIMITED,0.0,0.0,0.0,0.0,0,1,7499 - Non-trading company
678,02793648,M.B.S. MOBILE BAR SERVICES LIMITED,0.0,0.0,0.0,0.0,0,1,5552 - Catering
679,00644204,M.C.L. AND REPETITION LIMITED,0.0,0.0,0.0,0.0,0,1,None Supplied
680,02059709,M.C.S. PROPERTIES LIMITED,12.0,10.0,0.0,2.0,0,1,None Supplied
681,SC128516,M.D.P. (ENGINEERING) LIMITED,1.0,0.0,0.0,1.0,0,2,43210 - Electrical installation
682,01180123,M.J. LITTLE (MARINE ENGINEERS) LIMITED,1.0,1.0,0.0,0.0,0,1,None Supplied
683,02762136,M.J.D. & SONS LIMITED,5.0,3.0,0.0,2.0,0,1,6024 - Freight transport by road
684,01556936,M.P. HUGHES & SONS (BUILDING CONTRACTORS) LIMITED,1.0,1.0,0.0,0.0,0,1,None Supplied
685,SC187364,M.S. INDUSTRIAL SERVICES LIMITED,13.0,3.0,0.0,10.0,0,2,09100 - Support activities for petroleum and natural gas extraction
686,01749739,M.W. (COMMERCIAL) LIMITED,0.0,0.0,0.0,0.0,0,1,7487 - Other business activities
687,10381714,M5 AVIATION LIMITED,1.0,0.0,0.0,1.0,0,1,51102 - Non-scheduled passenger air transport
688,03098391,M510 LTD,3.0,0.0,0.0,3.0,1,2,62090 - Other information technology service activities
689,02682316,MABLE COMMERCIAL FUNDING LIMITED,16.0,1.0,0.0,15.0,0,1,6523 - Other financial intermediation
690,NI048276,MAC RENTAL (N.I.) LIMITED,2.0,1.0,0.0,1.0,0,1,7415 - Holding Companies including Head Offices
691,08343441,MACANDREWS UK LIMITED,0.0,0.0,0.0,0.0,2,2,52220 - Service activities incidental to water transportation
692,NI058856,MACCA CONSTRUCTION LTD,2.0,0.0,0.0,2.0,0,1,None Supplied
693,05389901,MACCESS LIMITED,9.0,6.0,0.0,3.0,2,1,45310 - Wholesale trade of motor vehicle parts and accessories
694,01617628,MACKENZIE MANAGEMENT SERVICES LIMITED,1.0,1.0,0.0,0.0,0,2,6523 - Other financial intermediation
695,NI025966,MACKIN INTERNATIONAL TRANSPORT LIMITED,2.0,2.0,0.0,0.0,0,1,None Supplied
696,SC426198,MACROCOM (1072) LIMITED,0.0,0.0,0.0,0.0,2,1,43910 - Roofing activities
697,NI032990,MADOC AGENCIES LIMITED,2.0,2.0,0.0,0.0,0,1,None Supplied
698,07474360,MAESTRO (HOLDINGS 1) LIMITED,3.0,1.0,0.0,2.0,2,1,64209 - Activities of other holding companies n.e.c.
699,07474316,MAESTRO (HOLDINGS 2) LIMITED,3.0,1.0,0.0,2.0,2,1,64209 - Activities of other holding companies n.e.c.
700,04407738,MAGAL ENGINEERING LIMITED,9.0,1.0,0.0,8.0,0,1,25110 - Manufacture of metal structures and parts of structures
701,02528495,MAGELLAN AEROSPACE (BLACKPOOL) LIMITED,4.0,4.0,0.0,0.0,2,1,30300 - Manufacture of air and spacecraft and related machinery
702,02785983,MAGENKO LIMITED,4.0,3.0,0.0,1.0,1,1,3611 - Manufacture of chairs and seats
703,05302287,MAGENTA TRAVEL LIMITED,2.0,2.0,0.0,0.0,0,1,79120 - Tour operator activities
704,02410853,MAGNETI MARELLI UK LIMITED,2.0,0.0,0.0,2.0,0,1,"3110 - Manufacture electric motors, generators etc."
705,NI025563,MAGOWAN AGENCIES LIMITED,4.0,2.0,0.0,2.0,0,1,None Supplied
706,00823157,MAIL ORDER DISCOUNT CO. (LIVERPOOL) LIMITED,2.0,1.0,0.0,1.0,0,1,5244 - Retail furniture household etc
707,05870206,MAIN REALISATIONS LIMITED,2.0,0.0,0.0,2.0,2,1,6024 - Freight transport by road
708,08373973,MAKER STUDIOS UK LIMITED,0.0,0.0,0.0,0.0,0,1,59132 - Video distribution activities
709,01086698,MAKITA INTERNATIONAL EUROPE LIMITED,0.0,0.0,0.0,0.0,1,1,46690 - Wholesale of other machinery and equipment
710,09142054,MALBOROUGH EQUITY PLC,1.0,1.0,0.0,0.0,1,1,82990 - Other business support service activities n.e.c.
711,10970547,MALVERN TRAVEL TECHNOLOGY LIMITED,1.0,1.0,0.0,0.0,0,1,79110 - Travel agency activities
712,01529849,MAMAS & PAPAS (RETAIL) LIMITED,8.0,3.0,0.0,5.0,1,1,47789 - Other retail sale of new goods in specialised stores (not commercial art galleries and opticians)
713,SC128588,MANAGEMENT & RISK CONSULTANTS LIMITED,0.0,0.0,0.0,0.0,0,1,7414 - Business & management consultancy
714,08046513,MANAGEMENT RESOURCE SOLUTIONS PLC,1.0,1.0,0.0,0.0,1,1,71122 - Engineering related scientific and technical consulting activities
715,OC305898,MANCHES LLP,1.0,1.0,0.0,0.0,0,1,None Supplied
716,06954854,MANCHESTER CHEADLE CENTRE LIMITED,2.0,2.0,0.0,0.0,1,2,68209 - Other letting and operating of own or leased real estate
717,07705535,MANCHESTER FOUNTAIN STREET CENTRE LIMITED,3.0,3.0,0.0,0.0,0,2,68209 - Other letting and operating of own or leased real estate
718,00057195,MANCHESTER LINERS LIMITED,24.0,17.0,0.0,7.0,0,2,6110 - Sea and coastal water transport
719,00627549,MANDALL ENGINEERING LIMITED,13.0,7.0,0.0,6.0,0,1,2811 - Manufacture metal structures & parts
720,01169904,MANDRAKE ASSOCIATES LIMITED,11.0,3.0,0.0,8.0,0,1,6601 - Life insurance/reinsurance
721,04930997,MANIFEST FILM SALES LIMITED,3.0,2.0,0.0,1.0,4,1,59131 - Motion picture distribution activities
722,04357175,MANN ENVIRONMENTAL PLC,2.0,2.0,0.0,0.0,0,1,9002 - Collection and treatment of other waste
723,00265178,MANSELL PLC,1.0,0.0,0.0,1.0,0,1,41201 - Construction of commercial buildings
724,07141376,MANSFORD HELIOS GENERAL PARTNER LIMITED,2.0,0.0,0.0,2.0,1,2,68209 - Other letting and operating of own or leased real estate
725,SC347755,MANSFORD OPPORTUNITY FEEDER (GP) LIMITED,0.0,0.0,0.0,0.0,0,1,82990 - Other business support service activities n.e.c.
726,SC347766,MANSFORD OPPORTUNITY FUND III (GP) LIMITED,0.0,0.0,0.0,0.0,0,1,82990 - Other business support service activities n.e.c.
727,06623675,MANSFORD UK (GP) LIMITED,0.0,0.0,0.0,0.0,1,1,68100 - Buying and selling of own real estate
728,01264385,MAPLIN ELECTRONICS LIMITED,35.0,4.0,0.0,31.0,0,1,47789 - Other retail sale of new goods in specialised stores (not commercial art galleries and opticians)
729,01813280,MAR CITY DEVELOPMENTS LIMITED,67.0,30.0,0.0,37.0,0,1,41100 - Development of building projects
730,03005720,MARAQ LIMITED,11.0,4.0,0.0,7.0,0,1,74990 - Non-trading company
731,01554349,MARASH DEVELOPMENTS LIMITED,2.0,2.0,0.0,0.0,0,1,4521 - Gen construction & civil engineer
732,05818986,MARBLE ARCH RESIDENTIAL SECURITISATION NO. 4 PLC,3.0,0.0,0.0,3.0,2,1,82990 - Other business support service activities n.e.c.
733,03109492,MARCHANT CONSTRUCTION LIMITED,0.0,0.0,0.0,0.0,0,1,4521 - Gen construction & civil engineer
734,SC204444,MARCHDAWN LIMITED,2.0,0.0,0.0,2.0,0,1,7012 - Buying & sell own real estate
735,01401298,MARCHWIEL INVESTMENTS LIMITED,0.0,0.0,0.0,0.0,0,1,82990 - Other business support service activities n.e.c.
736,01230445,MARCUS WORTHINGTON AND COMPANY LIMITED,27.0,2.0,0.0,25.0,0,2,41201 - Construction of commercial buildings
737,02929385,MAREAND CONSTRUCTION LIMITED,1.0,1.0,0.0,0.0,0,1,4521 - Gen construction & civil engineer
738,03288512,MARINE & INDUSTRIAL PROFILES LIMITED,0.0,0.0,0.0,0.0,0,1,3511 - Building and repairing of ships
739,09298315,MARITIME HOLDINGS (UK) LIMITED,4.0,4.0,0.0,0.0,0,1,64209 - Activities of other holding companies n.e.c.
740,09299054,MARITIME NO.2 LIMITED,4.0,4.0,0.0,0.0,0,1,64209 - Activities of other holding companies n.e.c.
741,03495297,MARK EDUCATION LIMITED,12.0,1.0,0.0,11.0,0,1,78109 - Other activities of employment placement agencies
742,10027160,MARKETPLACE ORIGINATED CONSUMER ASSETS 2016-1 PLC,1.0,0.0,0.0,1.0,0,1,64999 - Financial intermediation not elsewhere classified
743,07341934,MARKHAM RAE (UK) LIMITED,1.0,1.0,0.0,0.0,0,1,64999 - Financial intermediation not elsewhere classified
744,OC354686,MARKHAM RAE LLP,0.0,0.0,0.0,0.0,1,1,None Supplied
745,03477021,MARLIN-EUROPE LIMITED,0.0,0.0,0.0,0.0,0,1,None Supplied
746,04078323,MARLOW HOTEL COMPANY LIMITED,8.0,0.0,0.0,8.0,0,1,55100 - Hotels and similar accommodation
747,01631942,MARLOWE SACHS (FINANCIAL SERVICES) LIMITED,1.0,1.0,0.0,0.0,0,1,None Supplied
748,01164333,MARN GARAGE (CAMBERLEY) LIMITED,12.0,5.0,0.0,7.0,0,1,5010 - Sale of motor vehicles
749,00095543,MARPLES CONSTRUCTION LIMITED,7.0,7.0,0.0,0.0,0,1,42110 - Construction of roads and motorways
750,02796796,MARPLES LIMITED,0.0,0.0,0.0,0.0,0,1,70100 - Activities of head offices
751,00436095,MARSHALLS DORMANT (NO.13) LIMITED,7.0,0.0,0.0,7.0,1,1,7011 - Development & sell real estate
752,01944332,MARSON FABRICS (LONDON) LIMITED,7.0,4.0,0.0,3.0,0,1,46410 - Wholesale of textiles
753,05600708,MARSTON CENTRECOURT LIMITED,11.0,0.0,0.0,11.0,0,1,68209 - Other letting and operating of own or leased real estate
754,05600743,MARSTON CREWE HALL LIMITED,11.0,0.0,0.0,11.0,0,1,68209 - Other letting and operating of own or leased real estate
755,05601310,MARSTON HL LIMITED,10.0,0.0,0.0,10.0,1,1,68209 - Other letting and operating of own or leased real estate
756,03948742,MARSTON HOTELS HOLDINGS LIMITED,13.0,0.0,0.0,13.0,0,1,70100 - Activities of head offices
757,05600755,MARSTON OXFORD BELFRY LIMITED,11.0,0.0,0.0,11.0,0,1,68209 - Other letting and operating of own or leased real estate
758,SC089393,MARTHAN LIMITED,0.0,0.0,0.0,0.0,0,1,7499 - Non-trading company
759,SC092391,MARTIN CURRIE ASIA UNCONSTRAINED TRUST PLC,0.0,0.0,0.0,0.0,1,1,64301 - Activities of investment trusts
760,02025004,MARTIN DAWE DESIGN LIMITED,1.0,1.0,0.0,0.0,0,2,73110 - Advertising agencies
761,01913440,MARTIN MANUFACTURING (UK) LIMITED,3.0,0.0,0.0,3.0,0,2,19209 - Other treatment of petroleum products (excluding petrochemicals manufacture)
762,01199691,MARTIN STEVENS WASTE PAPER MERCHANTS LIMITED,0.0,0.0,0.0,0.0,0,1,5157 - Wholesale of waste and scrap
763,01474092,MASSARELLA GELATERIE LIMITED,7.0,4.0,0.0,3.0,0,1,56101 - Licensed restaurants
764,09276915,MASTERDOR LIMITED,4.0,3.0,0.0,1.0,1,1,22290 - Manufacture of other plastic products
765,04419758,MASTERNAUT ITS LIMITED,3.0,0.0,0.0,3.0,3,1,62012 - Business and domestic software development
766,07429813,MATEFILE LIMITED,0.0,0.0,0.0,0.0,0,1,82990 - Other business support service activities n.e.c.
767,00653121,MATERIAL MEASUREMENTS LIMITED,8.0,2.0,0.0,6.0,0,1,82990 - Other business support service activities n.e.c.
768,05532138,MATERIALS TESTING & INSPECTION SERVICES LIMITED,3.0,0.0,0.0,3.0,0,1,70100 - Activities of head offices
769,01965012,MATO DESIGNS LIMITED,0.0,0.0,0.0,0.0,0,1,None Supplied
770,OC304959,MATRIX ALTERNATIVE ASSET MANAGEMENT LLP,0.0,0.0,0.0,0.0,1,1,None Supplied
771,OC319462,MATRIX CORPORATE CAPITAL LLP,3.0,3.0,0.0,0.0,1,1,None Supplied
772,02083169,MATRIX-SECURITIES LIMITED,15.0,1.0,0.0,14.0,0,1,64999 - Financial intermediation not elsewhere classified
773,05366702,MATRYX LIMITED,8.0,3.0,0.0,5.0,1,1,17120 - Manufacture of paper and paperboard
774,05015448,MATTRESSMAN LTD,7.0,6.0,0.0,1.0,1,1,"47599 - Retail of furniture, lighting, and similar (not musical instruments or scores) in specialised store"
775,03870187,MAVEN INCOME AND GROWTH VCT 6 PLC,0.0,0.0,0.0,0.0,1,2,64301 - Activities of investment trusts
776,05181808,MAVENIR SYSTEMS HOLDINGS LIMITED,11.0,0.0,0.0,11.0,1,2,61200 - Wireless telecommunications activities
777,SC081470,MAVISBANK ENTERTAINMENTS LIMITED,4.0,1.0,1.0,2.0,0,1,5540 - Bars
778,07905834,MAVISBANK LIMITED,4.0,0.0,0.0,4.0,1,1,70100 - Activities of head offices
779,OC302437,MAVORS INVESTMENT MANAGERS LLP,0.0,0.0,0.0,0.0,1,1,None Supplied
780,00371896,MAWLAW 673 LIMITED,10.0,3.0,0.0,7.0,2,1,3630 - Manufacture of musical instruments
781,01654316,MAXON COMBUSTION SYSTEMS LIMITED,1.0,1.0,0.0,0.0,0,2,25990 - Manufacture of other fabricated metal products n.e.c.
782,08770325,MAXPOINT INTERACTIVE UK LTD,0.0,0.0,0.0,0.0,0,1,"63110 - Data processing, hosting and related activities"
783,06428250,MAYFAIR HEALTHCARE (DURHAM) LIMITED,3.0,0.0,0.0,3.0,3,1,86900 - Other human health activities
784,09390654,MAYFAIR HEALTHCARE (KNARESBOROUGH) LIMITED,2.0,0.0,0.0,2.0,2,1,87300 - Residential care activities for the elderly and disabled
785,09420375,MAYFAIR HEALTHCARE (OULTON) LIMITED,3.0,0.0,0.0,3.0,2,1,87300 - Residential care activities for the elderly and disabled
786,06904173,MAYFAIR HEALTHCARE (WETHERBY) LIMITED,2.0,0.0,0.0,2.0,2,1,86900 - Other human health activities
787,03916574,MAYFAIR TELECOM PLC,0.0,0.0,0.0,0.0,0,1,6420 - Telecommunications
788,01629915,MAYFLOWER GP LIMITED,0.0,0.0,0.0,0.0,0,1,74990 - Non-trading company
789,01722388,MAYFLY CONTAINERS LIMITED,12.0,4.0,0.0,8.0,0,1,25990 - Manufacture of other fabricated metal products n.e.c.
790,02890367,MAZARCO LIMITED,0.0,0.0,0.0,0.0,0,1,"7420 - Architectural, technical consult"
791,09711087,MB EPSOM LIMITED,2.0,0.0,0.0,2.0,0,1,41100 - Development of building projects
792,09711188,MB HIGHAM'S PARK LIMITED,1.0,0.0,0.0,1.0,0,1,41100 - Development of building projects
793,02922208,MBNA DIRECT LIMITED,0.0,0.0,0.0,0.0,0,1,99999 - Dormant Company
794,00704063,MCARTHUR FENCING LIMITED,4.0,3.0,0.0,1.0,1,1,"16290 - Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials"
795,NI014435,MCCALLAN BROS. LIMITED,25.0,7.0,0.0,18.0,0,2,43110 - Demolition
796,SO301685,MCCLURE NAISMITH LLP,1.0,1.0,0.0,0.0,0,1,None Supplied
797,NI002990,MCCORMICK MACNAUGHTON (N.I.) LIMITED,10.0,7.0,0.0,3.0,0,1,0141 - Agricultural service activities
798,05502616,MCD (COVENTRY) LIMITED,10.0,9.0,0.0,1.0,0,1,68100 - Buying and selling of own real estate
799,04507344,MCD DEVELOPMENTS LTD,7.0,7.0,0.0,0.0,1,1,68320 - Management of real estate on a fee or contract basis
800,10299064,MCD INVESTMENTS LIMITED,1.0,1.0,0.0,0.0,0,1,70100 - Activities of head offices
801,NI030432,MCERLAIN'S BAKERY (MAGHERAFELT) LIMITED,8.0,1.0,0.0,7.0,0,1,10710 - Manufacture of bread; manufacture of fresh pastry goods and cakes
802,SC074785,MCGILL & CO LTD,12.0,6.0,0.0,6.0,1,4,43210 - Electrical installation
803,NI008516,MCGLINCHEY BROS. LIMITED,8.0,3.0,0.0,5.0,0,1,None Supplied
804,02996202,MCINERNEY HOMES LIMITED,124.0,59.0,0.0,65.0,1,1,4521 - Gen construction & civil engineer
805,NI055313,MCINTYRE BRO'S LTD,0.0,0.0,0.0,0.0,0,1,None Supplied
806,09040162,MCKESSON UK FINANCE IA LIMITED,0.0,0.0,0.0,0.0,0,1,70100 - Activities of head offices
807,SF000884,MCKINDLESS BUS COMPANY LIMITED,0.0,0.0,0.0,0.0,0,1,None Supplied
808,03959765,MCLCREATE LIMITED,4.0,1.0,0.0,3.0,1,2,77291 - Renting and leasing of media entertainment equipment
809,01989091,MCLELLAN AND PARTNERS LIMITED,1.0,1.0,0.0,0.0,0,1,70229 - Management consultancy activities other than financial management
810,08195075,MCM FORECOURTS LTD,3.0,0.0,0.0,3.0,2,1,47300 - Retail sale of automotive fuel in specialised stores
811,08696333,MCM SANDWICHES LIMITED,0.0,0.0,0.0,0.0,0,1,47290 - Other retail sale of food in specialised stores
812,08718037,MCMILLAN WILLIAMS SOLICITORS LTD,4.0,3.0,0.0,1.0,0,1,69102 - Solicitors
813,03732912,MCNEIL NUTRITIONALS LTD,2.0,0.0,0.0,2.0,1,1,10420 - Manufacture of margarine and similar edible fats
814,01219696,MCNIFF CIVIL ENGINEERING LTD.,11.0,9.0,0.0,2.0,0,1,4521 - Gen construction & civil engineer
815,SC029378,"MCTAVISH, RAMSAY & COMPANY LIMITED",7.0,5.0,0.0,2.0,0,1,2051 - Manufacture of other products of wood
816,NI040697,MD CONTRACTOR SERVICES LIMITED,1.0,1.0,0.0,0.0,0,1,None Supplied
817,07264480,MDCT REALISATIONS LIMITED,11.0,4.0,0.0,7.0,2,1,56101 - Licensed restaurants
818,05022864,MDIL (UK) LTD,4.0,4.0,0.0,0.0,0,1,5152 - Wholesale of metals and metal ores
819,03110031,MDM GROUP LIMITED,10.0,0.0,0.0,10.0,0,2,70100 - Activities of head offices
820,06732808,MEAD JOHNSON NUTRITION (UK) LTD,0.0,0.0,0.0,0.0,0,1,10519 - Manufacture of other milk products
821,02249758,MEADOWSTONE (DERBYSHIRE) LIMITED,12.0,2.0,0.0,10.0,0,1,4525 - Other special trades construction
822,03408575,MEADOWVALE CARE LIMITED,8.0,0.0,0.0,8.0,0,1,86900 - Other human health activities
823,SC121849,MECONIC LIMITED,1.0,0.0,0.0,1.0,0,1,64209 - Activities of other holding companies n.e.c.
824,02719681,MEDALCLASS LIMITED,0.0,0.0,0.0,0.0,0,1,9305 - Other service activities n.e.c.
825,04743297,MEDALLION UK LIMITED,5.0,5.0,0.0,0.0,0,1,7487 - Other business activities
826,02803880,MEDALMAX LIMITED,1.0,1.0,0.0,0.0,0,1,7487 - Other business activities
827,04633871,MEDIA 4 UK LIMITED,2.0,2.0,0.0,0.0,0,1,63990 - Other information service activities n.e.c.
828,02816848,MEDIAASIA EUROPE LIMITED,3.0,0.0,0.0,3.0,0,1,7487 - Other business activities
829,07168308,MEDICALS DIRECT INTERNATIONAL LIMITED,1.0,0.0,0.0,1.0,0,1,86900 - Other human health activities
