, CompanyNumber,CompanyName,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,numberPrevNameChanges,NumberOfIndustires,PrimaryIndustry
0,04220722,CASTLE PROPERTY MANAGEMENT AND BUILDING SERVICES LIMITED,1.0,0.0,0.0,1.0,0,2,43210 - Electrical installation
1,11206748,CASTLE TRUST BELFRY LIMITED,2.0,0.0,0.0,2.0,1,1,64999 - Financial intermediation not elsewhere classified
2,03010851,CASTLEGATE HIGH PARK LIMITED,3.0,1.0,0.0,2.0,2,2,62090 - Other information technology service activities
3,04915921,CASTLEMORE RANGER (3) LIMITED,2.0,1.0,0.0,1.0,0,1,7011 - Development & sell real estate
4,00995273,CASTLEMORE SECURITIES LIMITED,152.0,28.0,0.0,124.0,0,1,7011 - Development & sell real estate
5,05823072,CASUAL DINING LONDON LIMITED,10.0,4.0,0.0,6.0,1,1,64209 - Activities of other holding companies n.e.c.
6,05313454,CASUAL DINING RESTAURANTS GROUP LIMITED,14.0,4.0,0.0,10.0,2,1,56101 - Licensed restaurants
7,03353392,CASWELL ENVIRONMENTAL SERVICES LIMITED,3.0,1.0,0.0,2.0,2,1,43290 - Other construction installation
8,07535171,CATERHAM TECHNOLOGY AND INNOVATION LIMITED,0.0,0.0,0.0,0.0,1,2,29100 - Manufacture of motor vehicles
9,07180438,CATH KIDSTON ACQUISITIONS LIMITED,7.0,3.0,0.0,4.0,1,1,64209 - Activities of other holding companies n.e.c.
10,07180428,CATH KIDSTON MEZZCO LIMITED,5.0,1.0,0.0,4.0,1,1,64999 - Financial intermediation not elsewhere classified
11,07180374,CATH KIDSTON PFSCO LIMITED,0.0,0.0,0.0,0.0,1,1,64999 - Financial intermediation not elsewhere classified
12,02795595,CAUDWELL SUBSIDIARY HOLDINGS LIMITED,9.0,2.0,0.0,7.0,0,1,70100 - Activities of head offices
13,02840515,CAVENDISH ADMINISTRATION LIMITED,0.0,0.0,0.0,0.0,0,1,69201 - Accounting and auditing activities
14,00785922,CAVERSHAM FINANCE LIMITED,19.0,3.0,0.0,16.0,0,3,47540 - Retail sale of electrical household appliances in specialised stores
15,05396147,CAVERSHAM TRADING LIMITED,8.0,1.0,0.0,7.0,1,2,47540 - Retail sale of electrical household appliances in specialised stores
16,02249442,CAVESOLD LIMITED,2.0,2.0,0.0,0.0,0,1,4532 - Insulation work activities
17,OC396997,CAXTON ASIA LLP,0.0,0.0,0.0,0.0,0,1,None Supplied
18,03017060,CAZENOVE CAPITAL MANAGEMENT LIMITED,0.0,0.0,0.0,0.0,1,1,66300 - Fund management activities
19,03609522,CBI REALISATIONS 2020 LIMITED,32.0,9.0,0.0,23.0,1,1,46499 - Wholesale of household goods (other than musical instruments) n.e.c.
20,00819414,CC AUTOMOTIVE GROUP LIMITED,21.0,3.0,0.0,18.0,1,1,45112 - Sale of used cars and light motor vehicles
21,00510900,CC REALISATIONS 2016 LIMITED,32.0,3.0,0.0,29.0,1,1,47710 - Retail sale of clothing in specialised stores
22,04325471,CCA DISTRIBUTION LIMITED,0.0,0.0,0.0,0.0,0,1,"5184 - Wholesale of computers, computer peripheral equipment & software"
23,01482456,CCE REALISATIONS LIMITED,148.0,4.0,0.0,144.0,1,1,47190 - Other retail sale in non-specialised stores
24,01737260,CCK REALISATIONS (2019) LIMITED,11.0,3.0,0.0,8.0,1,1,20140 - Manufacture of other organic basic chemicals
25,03023381,CD MANUFACTURING (UK) LIMITED,3.0,0.0,0.0,3.0,0,1,70221 - Financial management
26,09018640,CE REALISATIONS LIMITED,0.0,0.0,0.0,0.0,1,1,68320 - Management of real estate on a fee or contract basis
27,05289636,CE SECURITY LIMITED,9.0,3.0,0.0,6.0,1,1,80100 - Private security activities
28,09381566,CEDAR 2015 LIMITED,2.0,1.0,0.0,1.0,0,1,74990 - Non-trading company
29,03783015,CEDAR 2019 LIMITED,5.0,0.0,0.0,5.0,2,1,41100 - Development of building projects
30,02983922,CEDARHURST LODGE LIMITED,4.0,0.0,1.0,3.0,0,1,86900 - Other human health activities
31,SC467001,CEDERGLEN LTD,2.0,1.0,0.0,1.0,1,1,"47110 - Retail sale in non-specialised stores with food, beverages or tobacco predominating"
32,04012089,CELEBRITY MOTION FURNITURE LIMITED,7.0,3.0,0.0,4.0,0,1,31090 - Manufacture of other furniture
33,09819468,CELERITIFINTECH SERVICES UK LIMITED,0.0,0.0,0.0,0.0,0,1,62090 - Other information technology service activities
34,03430071,CELINE GROUP HOLDINGS LIMITED,7.0,4.0,0.0,3.0,2,1,70100 - Activities of head offices
35,03108165,CEM GROUP LIMITED,0.0,0.0,0.0,0.0,0,1,74990 - Non-trading company
36,07952539,CEM PRESS HOLDINGS LIMITED,0.0,0.0,0.0,0.0,1,1,70100 - Activities of head offices
37,09692473,CEMTEAL LIMITED,0.0,0.0,0.0,0.0,0,1,70100 - Activities of head offices
38,SC048885,CENTRAL BUILDING CONTRACTORS (GLASGOW) LIMITED,10.0,8.0,0.0,2.0,0,2,41201 - Construction of commercial buildings
39,00482257,CENTRAL ELECTRICAL INSTALLATIONS LIMITED,2.0,1.0,0.0,1.0,0,1,4531 - Installation electrical wiring etc.
40,04991759,CENTRAL FACILITIES GROUP LIMITED,3.0,1.0,0.0,2.0,1,3,81100 - Combined facilities support activities
41,05079861,CENTRAL HOUSEKEEPING LIMITED,3.0,1.0,0.0,2.0,1,1,70100 - Activities of head offices
42,02457136,CENTRAL REALISATIONS LIMITED,14.0,14.0,0.0,0.0,1,1,5133 - Wholesale dairy products
43,01580263,CENTRAL TRANSPORT RENTAL GROUP,18.0,0.0,0.0,18.0,0,1,82990 - Other business support service activities n.e.c.
44,07772459,CENTRE FOR DENTISTRY LIMITED,1.0,1.0,0.0,0.0,0,1,86230 - Dental practice activities
45,04899634,CENTRECLEAR LIMITED,5.0,5.0,0.0,0.0,0,2,41100 - Development of building projects
46,08447784,CEONA CHARTERING (UK) LIMITED,6.0,6.0,0.0,0.0,0,1,82990 - Other business support service activities n.e.c.
47,08473801,CEONA EQUIPMENT LIMITED,10.0,10.0,0.0,0.0,0,1,82990 - Other business support service activities n.e.c.
48,08474012,CEONA INVESTMENTS LIMITED,5.0,5.0,0.0,0.0,0,1,82990 - Other business support service activities n.e.c.
49,07792825,CEONA SERVICES (UK) LIMITED,5.0,5.0,0.0,0.0,1,1,82990 - Other business support service activities n.e.c.
50,08447952,CEONA SHIP 1 LIMITED,16.0,16.0,0.0,0.0,0,1,82990 - Other business support service activities n.e.c.
51,10518119,CEPF II METEOR HAYMARKET LIMITED,0.0,0.0,0.0,0.0,0,1,64301 - Activities of investment trusts
52,09948665,CEPF II PRESS BRISTOL LIMITED,3.0,0.0,0.0,3.0,0,1,64301 - Activities of investment trusts
53,03650688,CERRO EXTRUDED METALS LIMITED,0.0,0.0,0.0,0.0,0,2,2745 - Other non-ferrous metal production
54,08980821,CERTUS SOLUTIONS CONSULTING SERVICES LTD,2.0,0.0,0.0,2.0,0,1,62020 - Information technology consultancy activities
55,04565799,CEU REALISATIONS LIMITED,8.0,2.0,0.0,6.0,1,4,25110 - Manufacture of metal structures and parts of structures
56,03773491,CF ASSET FINANCE LIMITED,0.0,0.0,0.0,0.0,0,1,64921 - Credit granting by non-deposit taking finance houses and other specialist consumer credit grantors
57,10371573,CF SPARKS ALTRINCHAM LIMITED,1.0,0.0,0.0,1.0,0,1,68100 - Buying and selling of own real estate
58,10368081,CF SPARKS AYLESBURY LIMITED,1.0,0.0,0.0,1.0,0,1,68100 - Buying and selling of own real estate
59,10368095,CF SPARKS BANBURY LIMITED,0.0,0.0,0.0,0.0,0,1,68100 - Buying and selling of own real estate
60,10368131,CF SPARKS BEDFORD LIMITED,1.0,0.0,0.0,1.0,0,1,68100 - Buying and selling of own real estate
61,10368204,CF SPARKS BISHOPS STORTFORD LIMITED,1.0,0.0,0.0,1.0,0,1,68100 - Buying and selling of own real estate
62,10368265,CF SPARKS BOLTON LIMITED,1.0,0.0,0.0,1.0,0,1,68100 - Buying and selling of own real estate
63,10368415,CF SPARKS BUXTON LIMITED,1.0,0.0,0.0,1.0,0,1,68100 - Buying and selling of own real estate
64,10368413,CF SPARKS CLACTON LIMITED,1.0,0.0,0.0,1.0,0,1,68100 - Buying and selling of own real estate
65,10368432,CF SPARKS CREWE LIMITED,1.0,0.0,0.0,1.0,0,1,68100 - Buying and selling of own real estate
66,10368462,CF SPARKS DUMFRIES LIMITED,4.0,0.0,0.0,4.0,0,1,68100 - Buying and selling of own real estate
67,10368420,CF SPARKS GREENOCK LIMITED,3.0,0.0,0.0,3.0,0,1,68100 - Buying and selling of own real estate
68,10322773,CF SPARKS HALIFAX LIMITED,1.0,0.0,0.0,1.0,1,1,68100 - Buying and selling of own real estate
69,10368428,CF SPARKS HORSHAM LIMITED,1.0,0.0,0.0,1.0,0,1,68100 - Buying and selling of own real estate
70,10368442,CF SPARKS KENDAL LIMITED,1.0,0.0,0.0,1.0,0,1,68100 - Buying and selling of own real estate
71,10368478,CF SPARKS LANCASTER LIMITED,1.0,0.0,0.0,1.0,0,1,68100 - Buying and selling of own real estate
72,10371570,CF SPARKS LYNN LIMITED,1.0,0.0,0.0,1.0,0,1,68100 - Buying and selling of own real estate
73,10368470,CF SPARKS NEWARK LIMITED,1.0,0.0,0.0,1.0,0,1,68100 - Buying and selling of own real estate
74,10368473,CF SPARKS NEWPORT LIMITED,1.0,0.0,0.0,1.0,0,1,68100 - Buying and selling of own real estate
75,10368632,CF SPARKS PONTEFRACT LIMITED,1.0,0.0,0.0,1.0,0,1,68100 - Buying and selling of own real estate
76,10368455,CF SPARKS ROCHDALE LIMITED,1.0,0.0,0.0,1.0,0,1,68100 - Buying and selling of own real estate
77,10368451,CF SPARKS ROMFORD LIMITED,1.0,0.0,0.0,1.0,0,1,68100 - Buying and selling of own real estate
78,10368615,CF SPARKS STIRLING LIMITED,3.0,0.0,0.0,3.0,0,1,68100 - Buying and selling of own real estate
79,10368607,CF SPARKS SUNDERLAND LIMITED,1.0,0.0,0.0,1.0,0,1,68100 - Buying and selling of own real estate
80,10368634,CF SPARKS SUTTON LIMITED,1.0,0.0,0.0,1.0,0,1,68100 - Buying and selling of own real estate
81,10368610,CF SPARKS WEYMOUTH LIMITED,1.0,0.0,0.0,1.0,0,1,68100 - Buying and selling of own real estate
82,10368630,CF SPARKS WOLVERHAMPTON LIMITED,1.0,0.0,0.0,1.0,0,1,68100 - Buying and selling of own real estate
83,10368622,CF SPARKS WORTHING LIMITED,1.0,0.0,0.0,1.0,0,1,68100 - Buying and selling of own real estate
84,10368631,CF SPARKS YEOVIL LIMITED,1.0,0.0,0.0,1.0,0,1,68100 - Buying and selling of own real estate
85,01324589,CFGL REALISATIONS LIMITED,9.0,5.0,0.0,4.0,1,1,3614 - Manufacture of other furniture
86,02059476,CFL REALISATIONS 2020 LIMITED,6.0,2.0,0.0,4.0,3,1,32990 - Other manufacturing n.e.c.
87,06822210,CFL REALISATIONS LIMITED,5.0,1.0,0.0,4.0,3,1,47710 - Retail sale of clothing in specialised stores
88,05600766,CFT FINANCIALS LTD.,2.0,2.0,0.0,0.0,2,1,64999 - Financial intermediation not elsewhere classified
89,SC198976,CG POWER SOLUTIONS UK LIMITED,3.0,0.0,0.0,3.0,1,1,35130 - Distribution of electricity
90,08383583,CGG (EUROPE) LIMITED,0.0,0.0,0.0,0.0,0,1,82990 - Other business support service activities n.e.c.
91,11027703,CGH 2020 REALISATIONS LIMITED,5.0,5.0,0.0,0.0,2,1,64202 - Activities of production holding companies
92,00278576,CGL REALISATIONS LIMITED,10.0,5.0,0.0,5.0,1,1,47540 - Retail sale of electrical household appliances in specialised stores
93,10242377,CGM 2020 REALISATIONS LIMITED,10.0,9.0,0.0,1.0,2,1,64202 - Activities of production holding companies
94,07830904,CGS WORLD GROUP LTD,1.0,0.0,0.0,1.0,0,4,07290 - Mining of other non-ferrous metal ores
95,10126446,CGTR 2020 REALISATIONS LIMITED,11.0,10.0,0.0,1.0,3,4,22230 - Manufacture of builders  ware of plastic
96,02086427,CHAINRANGE LIMITED,11.0,2.0,0.0,9.0,0,1,68209 - Other letting and operating of own or leased real estate
97,01435810,CHALCROFT LIMITED,23.0,9.0,0.0,14.0,1,1,41201 - Construction of commercial buildings
98,02872144,CHAMBERS INDEPENDENT FINANCIAL ADVISERS LIMITED,2.0,2.0,0.0,0.0,0,1,6523 - Other financial intermediation
99,02011389,CHAMELEON ESTATES LIMITED,0.0,0.0,0.0,0.0,0,1,7011 - Development & sell real estate
100,06584228,CHAMILIA EUROPE LIMITED,3.0,0.0,0.0,3.0,1,1,46480 - Wholesale of watches and jewellery
101,OC316741,CHANCERYGATE (HEMEL HEMPSTEAD) LLP,1.0,1.0,0.0,0.0,0,1,None Supplied
102,02526028,CHANGTEL SOLUTIONS UK LTD,6.0,3.0,0.0,3.0,1,1,"46510 - Wholesale of computers, computer peripheral equipment and software"
103,05503286,CHAPELFIELD PROPERTY MANAGEMENT LIMITED,0.0,0.0,0.0,0.0,2,1,68320 - Management of real estate on a fee or contract basis
104,08264865,CHAPELTOWN ACADEMY LIMITED,1.0,1.0,0.0,0.0,0,1,85590 - Other education n.e.c.
105,04977470,CHARLES & FITCH LIMITED,0.0,0.0,0.0,0.0,0,1,64999 - Financial intermediation not elsewhere classified
106,00779287,CHARLES CLIFFORD LIMITED,10.0,0.0,0.0,10.0,0,1,7499 - Non-trading company
107,00574051,CHARLES TOPHAM AND SONS LIMITED,28.0,13.0,0.0,15.0,0,1,7011 - Development & sell real estate
108,01172617,CHARTATRUC (TRANSPORT) LIMITED,5.0,2.0,0.0,3.0,0,1,6024 - Freight transport by road
109,01951040,CHARTER ARCHITECTS LIMITED,7.0,1.0,0.0,6.0,2,1,"7420 - Architectural, technical consult"
110,01747406,CHARTER CONSTRUCTION PUBLIC LIMITED COMPANY,1.0,1.0,0.0,0.0,0,3,41100 - Development of building projects
111,01874472,CHARTERERS MUTUAL ASSURANCE ASSOCIATION LIMITED(THE),2.0,0.0,0.0,2.0,0,1,65120 - Non-life insurance
112,02534143,CHASE SECURITIES INTERNATIONAL LIMITED,0.0,0.0,0.0,0.0,0,1,64999 - Financial intermediation not elsewhere classified
113,03258926,CHAUCER MANAGEMENT (1997) LTD,0.0,0.0,0.0,0.0,0,1,"7032 - Manage real estate, fee or contract"
114,07208617,CHEESMAN JOINERY LIMITED,0.0,0.0,0.0,0.0,0,1,32990 - Other manufacturing n.e.c.
115,03028184,CHELWOOD GROUP,8.0,0.0,0.0,8.0,0,1,99999 - Dormant Company
116,00246466,CHENEY PRODUCTS LIMITED,10.0,0.0,0.0,10.0,0,1,7415 - Holding Companies including Head Offices
117,06885556,CHEPSTOW BLUE PLC,1.0,0.0,0.0,1.0,1,1,64999 - Financial intermediation not elsewhere classified
118,SC182070,CHEQUE CENTRES PROPERTIES LIMITED,2.0,2.0,0.0,0.0,0,1,68209 - Other letting and operating of own or leased real estate
119,04216820,CHERRY HEALTH CARE LIMITED,1.0,0.0,0.0,1.0,0,1,87100 - Residential nursing care facilities
120,04684095,CHESFORD GRANGE HOTEL LIMITED,14.0,0.0,0.0,14.0,1,1,55100 - Hotels and similar accommodation
121,05794605,CHESSUM PLANTS LTD,3.0,3.0,0.0,0.0,0,1,82990 - Other business support service activities n.e.c.
122,02983917,CHESTNUT LODGE LIMITED,4.0,3.0,0.0,1.0,0,1,86900 - Other human health activities
123,04272607,CHEVIOT FOODS LIMITED,7.0,3.0,0.0,4.0,1,1,1589 - Manufacture of other food products
124,04533384,CHEVROLET UK LIMITED,4.0,0.0,0.0,4.0,2,2,45111 - Sale of new cars and light motor vehicles
125,07718127,CHF PIP! PLC,1.0,1.0,0.0,0.0,1,1,59113 - Television programme production activities
126,08561431,CHICAGO LEISURE LIMITED,4.0,0.0,0.0,4.0,1,3,56101 - Licensed restaurants
127,03649465,CHICHESTER HEALTH (HOLDINGS) LIMITED,1.0,0.0,0.0,1.0,1,1,70100 - Activities of head offices
128,03649544,CHICHESTER HEALTH PLC,4.0,0.0,0.0,4.0,1,1,64999 - Financial intermediation not elsewhere classified
129,09053156,CHILANGO BONDS PLC,0.0,0.0,0.0,0.0,0,1,70100 - Activities of head offices
130,05087191,CHILD & CHILD LIMITED,1.0,1.0,0.0,0.0,2,1,69102 - Solicitors
131,07641762,CHILLI WHITES LIMITED,6.0,0.0,0.0,6.0,1,1,47250 - Retail sale of beverages in specialised stores
132,05322932,CHILLINGO LIMITED,0.0,0.0,0.0,0.0,1,1,58210 - Publishing of computer games
133,08815661,CUROTEC TEAM LIMITED,1.0,1.0,0.0,0.0,0,1,28990 - Manufacture of other special-purpose machinery n.e.c.
134,NI041386,CURRAN ENVIRONMENTAL RE-CYCLING LIMITED,0.0,0.0,0.0,0.0,0,1,None Supplied
135,02563740,CURRANS (U.K.) LTD,6.0,6.0,0.0,0.0,0,1,5231 - Dispensing chemists
136,07867880,CURSE LIMITED,0.0,0.0,0.0,0.0,1,1,63120 - Web portals
137,05931998,CURZON HOTEL PROPERTIES (GP) LIMITED,12.0,0.0,0.0,12.0,1,1,55100 - Hotels and similar accommodation
138,06025036,CURZON HOTELS (OPERATOR) LIMITED,24.0,0.0,0.0,24.0,1,1,55100 - Hotels and similar accommodation
139,05934870,CURZON NOMINEES I LIMITED,19.0,0.0,0.0,19.0,1,1,74990 - Non-trading company
140,05934875,CURZON NOMINEES II LIMITED,19.0,0.0,0.0,19.0,1,1,74990 - Non-trading company
141,11187952,CUSTODIAN REAL ESTATE (JMP4) LIMITED,5.0,0.0,0.0,5.0,1,1,68209 - Other letting and operating of own or leased real estate
142,02147537,CUSTOM FLEET LIMITED,4.0,0.0,0.0,4.0,0,1,64910 - Financial leasing
143,03481784,CUSTOM TV LIMITED,3.0,1.0,0.0,2.0,1,4,6420 - Telecommunications
144,SC049654,CUTHBERT SERVICE (LIFE & PENSIONS) LIMITED,0.0,0.0,0.0,0.0,0,1,6601 - Life insurance/reinsurance
145,03745629,CWTECHSOLUTIONS LIMITED,0.0,0.0,0.0,0.0,0,1,62020 - Information technology consultancy activities
146,01086556,CX REINSURANCE COMPANY LIMITED.,16.0,8.0,0.0,8.0,1,1,65202 - Non-life reinsurance
147,00192177,CYANAMID OF GREAT BRITAIN LIMITED,0.0,0.0,0.0,0.0,0,1,21100 - Manufacture of basic pharmaceutical products
148,07109851,CYNTERGY LIMITED,1.0,1.0,0.0,0.0,1,1,62090 - Other information technology service activities
149,02371227,D & P ENGINEERING GROUP LIMITED,0.0,0.0,0.0,0.0,0,1,None Supplied
150,04386980,D S T (UK) LIMITED,6.0,4.0,0.0,2.0,1,1,47429 - Retail sale of telecommunications equipment other than mobile telephones
151,02744102,D'ELEGANCE TRAVEL LIMITED,0.0,0.0,0.0,0.0,0,2,6023 - Other passenger land transport
152,01920402,D. A. FILLERY (INSURANCE SERVICES) SOUTHERN LIMITED,0.0,0.0,0.0,0.0,0,1,None Supplied
153,02028360,D. C. PEAT FARMS LIMITED,33.0,31.0,0.0,2.0,0,1,68209 - Other letting and operating of own or leased real estate
154,06777683,D. S. I. FOODS LIMITED,6.0,4.0,0.0,2.0,0,2,10890 - Manufacture of other food products n.e.c.
155,01973479,D.B. RUSSELL (CONSTRUCTION) LIMITED,3.0,3.0,0.0,0.0,0,1,4521 - Gen construction & civil engineer
156,00122029,D.D.D. LIMITED,8.0,4.0,0.0,4.0,0,1,21100 - Manufacture of basic pharmaceutical products
157,03237090,D.K. STEEL ERECTION LIMITED,2.0,1.0,0.0,1.0,0,1,4522 - Erection of roof covering & frames
158,02114153,D.S.P. BUILDERS LIMITED,8.0,6.0,0.0,2.0,0,1,None Supplied
159,03290342,D.T. COMPUTING LTD.,0.0,0.0,0.0,0.0,0,1,7220 - Software consultancy and supply
160,SC164074,D.V.C. SYSTEMS LIMITED,0.0,0.0,0.0,0.0,0,1,7220 - Software consultancy and supply
161,03144474,D.W.W. FENCING LIMITED,2.0,2.0,0.0,0.0,0,1,"5153 - Wholesale wood, construction etc."
162,00427054,DAIRY FARMERS OF BRITAIN (BRIDGEND) LIMITED,7.0,0.0,0.0,7.0,1,2,1551 - Operation dairies & cheese making
163,03254785,DALE HARDWARE LIMITED,1.0,0.0,0.0,1.0,0,1,"46740 - Wholesale of hardware, plumbing and heating equipment and supplies"
164,01148470,DALLAS (BRIGHTON) LIMITED,0.0,0.0,0.0,0.0,0,1,None Supplied
165,NI047732,DALLAS FRAMING LIMITED,0.0,0.0,0.0,0.0,0,1,None Supplied
166,NI020499,DALZELL & COMPANY LTD,0.0,0.0,0.0,0.0,0,1,None Supplied
167,02223084,DAMES & MOORE LIMITED,0.0,0.0,0.0,0.0,1,1,71121 - Engineering design activities for industrial process and production
168,01277599,DAMS INTERNATIONAL LIMITED,9.0,7.0,0.0,2.0,0,1,3614 - Manufacture of other furniture
169,04408593,DANCOURT CONSTRUCTION LTD,1.0,1.0,0.0,0.0,1,2,42990 - Construction of other civil engineering projects n.e.c.
170,NI030617,DANTES LIMITED,0.0,0.0,0.0,0.0,0,1,None Supplied
171,03451079,DANTHERM VENTILATION LIMITED,5.0,0.0,0.0,5.0,3,1,"46740 - Wholesale of hardware, plumbing and heating equipment and supplies"
172,02571657,DANWOOD FINANCIAL SERVICES LIMITED,0.0,0.0,0.0,0.0,0,1,64910 - Financial leasing
173,09725065,DAQRI LABS LIMITED,0.0,0.0,0.0,0.0,0,1,"74909 - Other professional, scientific and technical activities n.e.c."
174,SC458727,DARCY TECHNOLOGIES HOLDINGS LIMITED,0.0,0.0,0.0,0.0,1,1,70100 - Activities of head offices
175,07148795,DARCY TECHNOLOGIES LIMITED,0.0,0.0,0.0,0.0,1,1,28990 - Manufacture of other special-purpose machinery n.e.c.
176,01591289,DARMENN & CURL LIMITED,3.0,0.0,0.0,3.0,0,1,46320 - Wholesale of meat and meat products
177,06189407,DARWIN PROPERTY INVESTMENT MANAGEMENT LIMITED,0.0,0.0,0.0,0.0,0,1,64304 - Activities of open-ended investment companies
178,02767639,DATA INTEGRATION LIMITED,4.0,0.0,0.0,4.0,0,3,46900 - Non-specialised wholesale trade
179,03691273,DATASAT DIGITAL ENTERTAINMENT LIMITED,3.0,1.0,0.0,2.0,2,1,26702 - Manufacture of photographic and cinematographic equipment
180,02341207,DAVENBUSH LIMITED,71.0,2.0,0.0,69.0,0,1,41100 - Development of building projects
181,FC015498,DAVEY HOMES LIMITED,6.0,0.0,0.0,6.0,0,1,None Supplied
182,07212090,DAVID EINIG CONTRACTING LIMITED,8.0,6.0,0.0,2.0,0,1,42990 - Construction of other civil engineering projects n.e.c.
183,SC027204,DAVID KER PROPERTY COMPANY LTD. (THE),0.0,0.0,0.0,0.0,0,1,7499 - Non-trading company
184,01076147,DAVID MCLEAN CONTRACTORS LIMITED,18.0,2.0,0.0,16.0,0,1,4521 - Gen construction & civil engineer
185,02615541,DAVID MCLEAN DEVELOPMENTS LIMITED,16.0,4.0,0.0,12.0,0,1,7011 - Development & sell real estate
186,01734341,DAVID MCLEAN HOMES (MIDLANDS) LIMITED,98.0,2.0,0.0,96.0,1,1,4521 - Gen construction & civil engineer
187,01276549,DAVID MCLEAN HOMES (SOUTH WEST) LTD,114.0,3.0,0.0,111.0,1,1,4521 - Gen construction & civil engineer
188,03058672,DAVIES VETERINARY SPECIALISTS LIMITED,8.0,0.0,0.0,8.0,1,1,75000 - Veterinary activities
189,SC381960,DAVIOT GROUP LIMITED,4.0,1.0,0.0,3.0,1,1,42990 - Construction of other civil engineering projects n.e.c.
190,00494872,DAVY SYNDICATE LIMITED,0.0,0.0,0.0,0.0,0,1,7499 - Non-trading company
191,04230579,DAWNUS CONSTRUCTION HOLDINGS LIMITED,20.0,6.0,0.0,14.0,1,1,42990 - Construction of other civil engineering projects n.e.c.
192,05265566,DAWNUS DEVELOPMENTS LIMITED,11.0,2.0,0.0,9.0,1,1,70100 - Activities of head offices
193,04645692,DAWNUS INTERNATIONAL LIMITED,12.0,2.0,0.0,10.0,1,1,42990 - Construction of other civil engineering projects n.e.c.
194,04378989,DAWNUS LIMITED,20.0,8.0,0.0,12.0,0,1,42990 - Construction of other civil engineering projects n.e.c.
195,04636673,DAWNUS SIERRA LEONE LIMITED,10.0,2.0,0.0,8.0,1,1,42990 - Construction of other civil engineering projects n.e.c.
196,07597648,DAWNUS SOUTHERN LIMITED,6.0,3.0,0.0,3.0,0,1,42990 - Construction of other civil engineering projects n.e.c.
197,06882367,DAWSON BOOKS LIMITED,7.0,1.0,0.0,6.0,0,1,46900 - Non-specialised wholesale trade
198,SC162162,DAWSON INTERNATIONAL TRADING LIMITED,6.0,0.0,0.0,6.0,0,1,"1772 - Manufacture knit & crocheted pullovers, etc."
199,10300424,DAYTONA BIDCO LIMITED,2.0,2.0,0.0,0.0,0,1,64209 - Activities of other holding companies n.e.c.
200,00160100,DBC FOODSERVICE LIMITED,15.0,12.0,0.0,3.0,0,1,9305 - Other service activities n.e.c.
201,05965235,DBS HOMES (KINGS HILL) LIMITED,5.0,3.0,0.0,2.0,0,1,41202 - Construction of domestic buildings
202,04683478,DBS HOMES LIMITED,10.0,6.0,0.0,4.0,1,1,41202 - Construction of domestic buildings
203,10058792,DBUKH NO. 2 LIMITED,0.0,0.0,0.0,0.0,0,1,64209 - Activities of other holding companies n.e.c.
204,03749540,DEALGROUPMEDIA (UK) LIMITED,3.0,2.0,0.0,1.0,1,2,7440 - Advertising
205,03567572,DEALT PLC,1.0,1.0,0.0,0.0,0,1,5190 - Other wholesale
206,01239585,DEAN & DYBALL WORKFORCE LIMITED,3.0,0.0,0.0,3.0,0,1,7487 - Other business activities
207,SC109042,DEAN PARK ASSOCIATES LIMITED,2.0,2.0,0.0,0.0,0,1,None Supplied
208,04438903,DEANWATER ESTATES (BOLLINWATER) LIMITED,1.0,0.0,0.0,1.0,3,1,68320 - Management of real estate on a fee or contract basis
209,07475596,DEARMAN ENGINE COMPANY LIMITED,2.0,2.0,0.0,0.0,0,1,32990 - Other manufacturing n.e.c.
210,09353513,DECATHLON INTERNET SALES LIMITED,0.0,0.0,0.0,0.0,0,1,"47640 - Retail sale of sports goods, fishing gear, camping goods, boats and bicycles"
211,06254291,DECEASEDUMBRELLA.COM LIMITED,3.0,3.0,0.0,0.0,1,1,69202 - Bookkeeping activities
212,01319648,DECORPART LIMITED,14.0,5.0,0.0,9.0,0,3,2852 - General mechanical engineering
213,01630882,DEDICATED MICROCOMPUTERS LIMITED,19.0,5.0,0.0,14.0,1,1,27900 - Manufacture of other electrical equipment
214,02987391,DEEPDALE SOLUTIONS LTD,3.0,0.0,0.0,3.0,0,1,25120 - Manufacture of doors and windows of metal
215,05985255,DEEPINGS BUILDING AND PLUMBING SUPPLIES LIMITED,2.0,0.0,0.0,2.0,1,1,46130 - Agents involved in the sale of timber and building materials
216,00035990,DEF INVESTMENTS LIMITED,1.0,0.0,0.0,1.0,3,1,"46342 - Wholesale of wine, beer, spirits and other alcoholic beverages"
217,04991156,DEFINED RETURNS LIMITED,0.0,0.0,0.0,0.0,1,1,7487 - Other business activities
218,00555753,DEGUSSA KNOTTINGLEY LIMITED,0.0,0.0,0.0,0.0,1,1,2414 - Manufacture other organic basic chemicals
219,08057254,DELCATH SYSTEMS UK LIMITED,0.0,0.0,0.0,0.0,0,1,"74909 - Other professional, scientific and technical activities n.e.c."
220,FC032093,DELRAY LIMITED,0.0,0.0,0.0,0.0,0,1,None Supplied
221,10920999,DELTA TBHA HOLDINGS LIMITED,2.0,0.0,0.0,2.0,0,1,55100 - Hotels and similar accommodation
222,07950957,DELTIC BOURNEMOUTH F LIMITED,0.0,0.0,0.0,0.0,1,1,68209 - Other letting and operating of own or leased real estate
