,CompanyNumber,CompanyName,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,numberPrevNameChanges,NumberOfIndustires,PrimaryIndustry,date_of_insolvency_filing,auditors_resignations,director_terminations,secretaries_appointed,secretaries_terminated,directors_appointed
174,04230579,DAWNUS CONSTRUCTION HOLDINGS LIMITED,20.0,6.0,0.0,14.0,1,1,42990 - Construction of other civil engineering projects n.e.c.,2019-04-09,0,4,0,0,3
175,05265566,DAWNUS DEVELOPMENTS LIMITED,11.0,2.0,0.0,9.0,1,1,70100 - Activities of head offices,2019-04-09,0,1,0,0,1
176,04645692,DAWNUS INTERNATIONAL LIMITED,12.0,2.0,0.0,10.0,1,1,42990 - Construction of other civil engineering projects n.e.c.,2019-06-18,0,2,0,0,1
177,04378989,DAWNUS LIMITED,20.0,8.0,0.0,12.0,0,1,42990 - Construction of other civil engineering projects n.e.c.,2019-04-09,0,1,0,0,1
178,04636673,DAWNUS SIERRA LEONE LIMITED,10.0,2.0,0.0,8.0,1,1,42990 - Construction of other civil engineering projects n.e.c.,2019-06-18,0,2,0,0,1
179,07597648,DAWNUS SOUTHERN LIMITED,6.0,3.0,0.0,3.0,0,1,42990 - Construction of other civil engineering projects n.e.c.,2019-04-09,0,0,0,0,0
180,06882367,DAWSON BOOKS LIMITED,7.0,1.0,0.0,6.0,0,1,46900 - Non-specialised wholesale trade,2020-07-02,0,3,0,0,3
181,10300424,DAYTONA BIDCO LIMITED,2.0,2.0,0.0,0.0,0,1,64209 - Activities of other holding companies n.e.c.,2018-09-20,0,2,0,0,1
182,00160100,DBC FOODSERVICE LIMITED,15.0,12.0,0.0,3.0,0,1,9305 - Other service activities n.e.c.,2015-03-10,0,0,0,0,0
183,05965235,DBS HOMES (KINGS HILL) LIMITED,5.0,3.0,0.0,2.0,0,1,41202 - Construction of domestic buildings,2015-10-20,1,0,0,0,0
184,04683478,DBS HOMES LIMITED,10.0,6.0,0.0,4.0,1,1,41202 - Construction of domestic buildings,2015-11-04,1,0,0,0,0
185,10058792,DBUKH NO. 2 LIMITED,0.0,0.0,0.0,0.0,0,1,64209 - Activities of other holding companies n.e.c.,2020-01-02,0,1,0,1,0
186,03749540,DEALGROUPMEDIA (UK) LIMITED,3.0,2.0,0.0,1.0,1,2,7440 - Advertising,2010-07-26,0,0,0,0,0
187,03567572,DEALT PLC,1.0,1.0,0.0,0.0,0,1,5190 - Other wholesale,2001-02-02,0,0,0,0,0
188,01239585,DEAN & DYBALL WORKFORCE LIMITED,3.0,0.0,0.0,3.0,0,1,7487 - Other business activities,2011-06-10,0,0,0,0,0
189,SC109042,DEAN PARK ASSOCIATES LIMITED,2.0,2.0,0.0,0.0,0,1,None Supplied,1993-03-12,0,0,0,0,0
190,04438903,DEANWATER ESTATES (BOLLINWATER) LIMITED,1.0,0.0,0.0,1.0,3,1,68320 - Management of real estate on a fee or contract basis,2020-12-01,0,0,0,0,0
191,07475596,DEARMAN ENGINE COMPANY LIMITED,2.0,2.0,0.0,0.0,0,1,32990 - Other manufacturing n.e.c.,2019-12-12,0,1,0,0,1
192,09353513,DECATHLON INTERNET SALES LIMITED,0.0,0.0,0.0,0.0,0,1,"47640 - Retail sale of sports goods, fishing gear, camping goods, boats and bicycles",2017-11-14,0,0,0,0,1
193,06254291,DECEASEDUMBRELLA.COM LIMITED,3.0,3.0,0.0,0.0,1,1,69202 - Bookkeeping activities,2017-10-02,0,0,0,0,1
194,01630882,DEDICATED MICROCOMPUTERS LIMITED,19.0,5.0,0.0,14.0,1,1,27900 - Manufacture of other electrical equipment,2016-05-03,2,4,0,1,0
195,02987391,DEEPDALE SOLUTIONS LTD,3.0,0.0,0.0,3.0,0,1,25120 - Manufacture of doors and windows of metal,2018-08-28,0,1,0,1,1
196,05985255,DEEPINGS BUILDING AND PLUMBING SUPPLIES LIMITED,2.0,0.0,0.0,2.0,1,1,46130 - Agents involved in the sale of timber and building materials,2017-10-13,0,3,0,1,2
197,00035990,DEF INVESTMENTS LIMITED,1.0,0.0,0.0,1.0,3,1,"46342 - Wholesale of wine, beer, spirits and other alcoholic beverages",2020-03-09,0,3,0,1,1
198,04991156,DEFINED RETURNS LIMITED,0.0,0.0,0.0,0.0,1,1,7487 - Other business activities,2009-12-11,0,0,0,0,0
199,00555753,DEGUSSA KNOTTINGLEY LIMITED,0.0,0.0,0.0,0.0,1,1,2414 - Manufacture other organic basic chemicals,2009-12-15,0,0,0,0,0
200,08057254,DELCATH SYSTEMS UK LIMITED,0.0,0.0,0.0,0.0,0,1,"74909 - Other professional, scientific and technical activities n.e.c.",2020-02-04,0,1,0,0,0
201,FC032093,DELRAY LIMITED,0.0,0.0,0.0,0.0,0,1,None Supplied,2021-05-12,0,0,0,0,0
202,10920999,DELTA TBHA HOLDINGS LIMITED,2.0,0.0,0.0,2.0,0,1,55100 - Hotels and similar accommodation,2021-01-11,0,1,0,0,0
203,07950957,DELTIC BOURNEMOUTH F LIMITED,0.0,0.0,0.0,0.0,1,1,68209 - Other letting and operating of own or leased real estate,2021-01-06,0,0,0,0,0
204,07950964,DELTIC GLOUCESTER LIMITED,0.0,0.0,0.0,0.0,1,1,68209 - Other letting and operating of own or leased real estate,2021-01-06,0,0,0,0,0
205,07950938,DELTIC KL LIMITED,0.0,0.0,0.0,0.0,2,1,68209 - Other letting and operating of own or leased real estate,2021-01-06,0,0,0,0,0
206,08030729,DELTIC OLDHAM LIMITED,0.0,0.0,0.0,0.0,1,1,68209 - Other letting and operating of own or leased real estate,2021-01-20,0,0,0,0,0
207,SC099776,DEMFIELD LIMITED,1.0,1.0,0.0,0.0,0,1,4521 - Gen construction & civil engineer,1998-05-19,0,0,0,0,0
208,03442685,DEMUR SYSTEMS LIMITED,1.0,1.0,0.0,0.0,0,1,7220 - Software consultancy and supply,2001-05-16,0,0,0,0,0
209,02987405,DENHOLM TRANSPORT LIMITED,0.0,0.0,0.0,0.0,1,1,49410 - Freight transport by road,2019-05-28,0,1,0,0,1
210,00344823,DEPARTMENT STORES REALISATIONS (PROPERTIES) LIMITED,10.0,4.0,0.0,6.0,1,2,41100 - Development of building projects,2020-04-29,0,7,4,6,5
211,00083395,DEPARTMENT STORES REALISATIONS LIMITED,35.0,14.0,0.0,21.0,1,3,47710 - Retail sale of clothing in specialised stores,2020-04-29,0,6,2,3,2
212,02190002,DERBYSHIRE LIMESTONE LIMITED,2.0,2.0,0.0,0.0,0,1,1411 - Quarrying of stone for construction,1992-11-30,1,0,0,0,0
213,03225867,DESIGN OBJECTIVES LIMITED,10.0,2.0,0.0,8.0,0,1,46900 - Non-specialised wholesale trade,2019-03-28,0,1,0,0,0
214,03773690,DEUTSCHE HOLDINGS (BTI) LIMITED,0.0,0.0,0.0,0.0,0,1,64209 - Activities of other holding companies n.e.c.,2020-01-02,0,2,3,2,2
215,02512798,DEVA IMAGING LIMITED,1.0,1.0,0.0,0.0,0,1,7220 - Software consultancy and supply,1995-10-23,0,0,0,0,0
216,03847961,DEVELOPMENT SECURITIES (SEVENOAKS) LIMITED,0.0,0.0,0.0,0.0,1,1,41100 - Development of building projects,2019-12-16,0,0,0,0,0
217,08440244,DF EUROZONE (UK) LIMITED,7.0,0.0,0.0,7.0,0,1,64929 - Other credit granting n.e.c.,2020-07-08,0,0,0,0,0
218,08414255,DF HOLDINGS (UK) LIMITED,6.0,0.0,0.0,6.0,0,1,64929 - Other credit granting n.e.c.,2020-07-10,0,0,0,0,0
219,09391201,DFC CAD LIMITED,3.0,0.0,0.0,3.0,0,1,64929 - Other credit granting n.e.c.,2020-07-10,0,0,0,0,0
220,11077311,DFC FUNDING NO.1 LIMITED,2.0,0.0,0.0,2.0,0,1,64929 - Other credit granting n.e.c.,2021-01-06,0,1,0,0,0
221,03686895,DGP INTERNATIONAL LTD,5.0,0.0,0.0,5.0,0,1,74990 - Non-trading company,2021-02-18,0,1,0,0,1
222,00192947,DGRP LIMITED,2.0,1.0,0.0,1.0,1,1,7499 - Non-trading company,2018-04-26,0,0,0,0,0
223,06629011,DGT STRUCTURES LIMITED,3.0,1.0,0.0,2.0,1,1,41201 - Construction of commercial buildings,2014-02-26,0,0,0,0,0
224,07412257,DHR GLOBAL LIMITED,1.0,1.0,0.0,0.0,0,1,70229 - Management consultancy activities other than financial management,2017-02-24,0,0,0,1,0
225,01732518,DIAGEO CL1 LIMITED,0.0,0.0,0.0,0.0,1,1,82990 - Other business support service activities n.e.c.,2020-03-09,0,3,0,1,1
226,OC373493,DIAGEO FINANCE AUSTRALIA LLP,0.0,0.0,0.0,0.0,0,1,None Supplied,2020-03-10,0,0,0,0,0
227,OC373498,DIAGEO TREASURY AUSTRALIA LLP,0.0,0.0,0.0,0.0,0,1,None Supplied,2020-03-10,0,0,0,0,0
228,02737358,DIAMOND EVENT MANAGEMENT LIMITED,0.0,0.0,0.0,0.0,0,1,9305 - Other service activities n.e.c.,1996-10-16,0,0,0,0,0
229,04319615,DICKENS HEATH DEVELOPMENT COMPANY LIMITED,10.0,10.0,0.0,0.0,1,1,7011 - Development & sell real estate,2017-01-30,0,0,0,0,0
230,04232456,DICKINSONS FURNISHERS LIMITED,6.0,1.0,0.0,5.0,1,1,"47599 - Retail of furniture, lighting, and similar (not musical instruments or scores) in specialised store",2018-01-30,0,1,1,1,1
231,10011922,DIGI C ASSOCIATES LIMITED,0.0,0.0,0.0,0.0,2,2,"46470 - Wholesale of furniture, carpets and lighting equipment",2021-06-01,0,2,0,0,1
232,SC226375,DIGINETT LIMITED,0.0,0.0,0.0,0.0,0,1,6420 - Telecommunications,2011-07-28,0,0,0,0,0
233,09131621,DIGITAL PAYMENTS EUROPE LIMITED,0.0,0.0,0.0,0.0,0,1,64999 - Financial intermediation not elsewhere classified,2020-06-30,0,1,0,0,1
234,01827185,DIMENSION DATA ADVANCED INFRASTRUCTURE LIMITED,3.0,1.0,0.0,2.0,0,1,62090 - Other information technology service activities,2018-09-14,0,1,0,0,1
235,05383868,DINISH RESTAURANTS LIMITED,6.0,3.0,0.0,3.0,0,1,68209 - Other letting and operating of own or leased real estate,2019-10-14,0,0,0,0,0
236,04885855,DION GLOBAL SOLUTIONS (UK) LIMITED,0.0,0.0,0.0,0.0,4,1,62020 - Information technology consultancy activities,2019-08-13,0,2,0,0,2
237,02982570,DIPPYSTAR LIMITED,3.0,0.0,0.0,3.0,1,1,9305 - Other service activities n.e.c.,2013-10-07,0,0,0,0,0
238,02564054,DIRECT BUILD SERVICES LIMITED,8.0,2.0,0.0,6.0,0,1,41202 - Construction of domestic buildings,2015-10-19,1,0,0,0,0
239,06731780,DIRECT MARKET TOUCH LIMITED,0.0,0.0,0.0,0.0,0,1,66120 - Security and commodity contracts dealing activities,2019-01-25,0,0,0,0,0
240,06948377,DIRECT SCRAP METAL LTD,0.0,0.0,0.0,0.0,1,1,47799 - Retail sale of other second-hand goods in stores (not incl. antiques),2014-02-21,0,0,0,0,0
241,SC188017,DIRECT SHAREDEAL LIMITED,0.0,0.0,0.0,0.0,0,1,6712 - Security broking & fund management,2011-06-01,1,0,0,0,0
242,03028090,DIRECT U.K. TRANSPORT LIMITED,1.0,0.0,0.0,1.0,0,1,6024 - Freight transport by road,2018-02-12,0,0,0,0,0
243,00394532,DISABLED PEOPLE'S EMPLOYMENT CORPORATION (GB) LTD,12.0,0.0,0.0,12.0,1,1,78109 - Other activities of employment placement agencies,2017-11-01,0,1,0,1,1
244,00125787,DISC DISTRIBUTION LIMITED,13.0,3.0,0.0,10.0,0,2,6312 - Storage & warehousing,2014-03-11,0,0,0,0,0
245,07453005,DISCOVERY BUSINESS SOLUTIONS LTD,2.0,2.0,0.0,0.0,0,1,82110 - Combined office administrative service activities,2015-07-16,0,0,0,0,0
246,05687554,DISCOVERY GROUP HOLDINGS LIMITED,7.0,0.0,0.0,7.0,1,1,70100 - Activities of head offices,2019-10-31,0,2,0,0,1
247,07308972,DISCOVERY NEW SCHOOL,0.0,0.0,0.0,0.0,0,1,85200 - Primary education,2015-02-18,0,0,0,0,0
248,SC140113,DISCOVERY PARTNERSHIP LIMITED,1.0,1.0,0.0,0.0,0,1,7220 - Software consultancy and supply,1999-11-17,0,0,0,0,0
249,05820852,DISTRIBUTION REALISATIONS 2020 LIMITED,13.0,2.0,0.0,11.0,2,1,49410 - Freight transport by road,2020-02-07,0,4,0,0,5
250,02545627,DIXON MOTOR HOLDINGS LIMITED,46.0,8.0,0.0,38.0,0,1,5010 - Sale of motor vehicles,2007-08-10,0,0,0,0,0
251,02306295,DIXON MOTORS PROPERTY LIMITED,22.0,2.0,0.0,20.0,0,1,7415 - Holding Companies including Head Offices,2007-08-07,1,0,0,0,0
252,NI050218,DIXONS CONTRACTORS LTD,3.0,3.0,0.0,0.0,0,1,41100 - Development of building projects,2020-05-19,0,0,0,0,0
253,07952979,DJS (UK) LIMITED,76.0,46.0,0.0,30.0,1,1,64929 - Other credit granting n.e.c.,2019-12-19,0,1,0,0,0
254,00182088,DML 2020 REALISATIONS LIMITED,5.0,3.0,0.0,2.0,1,1,47591 - Retail sale of musical instruments and scores,2020-05-19,0,5,1,1,1
255,07867411,DNATA WORLD TRAVEL LIMITED,0.0,0.0,0.0,0.0,1,1,70100 - Activities of head offices,2021-04-27,0,1,0,0,1
256,05541767,DOBERGO UK LIMITED,0.0,0.0,0.0,0.0,0,1,4534 - Other building installation,2010-01-21,0,0,0,0,0
257,00163014,"DOBSON PARK NO, 2 LIMITED",0.0,0.0,0.0,0.0,0,1,7499 - Non-trading company,1996-10-30,0,0,0,0,0
258,04730876,DOCKSIDE OUTLET FOOD COURT LIMITED,0.0,0.0,0.0,0.0,1,1,7020 - Letting of own property,2007-07-23,0,0,0,0,0
259,08770009,DOLLAR FINANCIAL UK HOLDING LTD,6.0,0.0,0.0,6.0,0,1,64205 - Activities of financial services holding companies,2020-07-08,0,0,0,0,0
260,07640822,DOLPHIN DRILLING OPERATIONS LIMITED,3.0,0.0,0.0,3.0,0,1,09100 - Support activities for petroleum and natural gas extraction,2020-07-20,0,0,0,0,0
261,01951004,DOLPHIN EXECUTIVE SERVICES LIMITED,5.0,5.0,0.0,0.0,0,1,7487 - Other business activities,1995-04-13,0,0,0,0,0
262,01224191,DOLPHIN GLASSFIBRE LIMITED,0.0,0.0,0.0,0.0,0,1,2470 - Manufacture of man-made fibres,1991-05-21,0,0,0,0,0
263,02108152,DOLPHIN HEAD GROUP HOLDINGS PLC,46.0,0.0,0.0,46.0,0,2,41100 - Development of building projects,2019-07-17,0,1,0,0,0
264,02856277,DOMINION COMPUTERS LIMITED,0.0,0.0,0.0,0.0,0,1,7220 - Software consultancy and supply,2000-05-22,0,0,0,0,0
265,05280280,DONALD HARRISON HOMES LIMITED,4.0,4.0,0.0,0.0,1,1,7011 - Development & sell real estate,2012-09-03,1,0,0,0,0
266,08907197,DOR OPCO REALISATIONS LIMITED,0.0,0.0,0.0,0.0,1,2,47710 - Retail sale of clothing in specialised stores,2020-12-11,0,1,0,0,1
267,00059713,DORMANT15 LIMITED,1.0,0.0,0.0,1.0,1,1,7487 - Other business activities,2010-12-16,0,0,0,0,0
268,NI011237,DORNAN'S SERVICE STATION (LISBURN)LIMITED,18.0,13.0,0.0,5.0,0,1,None Supplied,2010-04-29,0,0,0,0,0
269,FC024264,DORSET SQUARE HOTEL LIMITED,0.0,0.0,0.0,0.0,0,1,None Supplied,2011-01-20,0,0,0,0,0
270,SC059209,DORWARD GRAY LIMITED,2.0,1.0,0.0,1.0,0,3,6523 - Other financial intermediation,1998-02-18,0,0,0,0,0
271,01143161,DORWIN LIMITED,8.0,0.0,0.0,8.0,0,1,43341 - Painting,2015-09-02,0,1,0,0,1
272,00567906,DOSCO OVERSEAS ENGINEERING LIMITED,6.0,3.0,0.0,3.0,0,1,28921 - Manufacture of machinery for mining,2014-02-07,0,0,0,0,0
273,03138896,DOUNEMEAD LIMITED,7.0,6.0,0.0,1.0,0,1,86900 - Other human health activities,2019-12-16,0,1,0,0,1
274,05412224,DOVETAIL SERVICES (UK) LIMITED,2.0,1.0,0.0,1.0,2,1,58190 - Other publishing activities,2018-03-07,1,5,0,0,1
275,05334413,DOWNING THREE VCT PLC,1.0,0.0,0.0,1.0,2,1,64301 - Activities of investment trusts,2021-04-13,0,0,0,0,0
276,05334418,DOWNING TWO VCT PLC,1.0,0.0,0.0,1.0,2,1,64301 - Activities of investment trusts,2021-05-18,0,0,0,0,0
277,05641999,DPIF (CREWE) LIMITED,6.0,2.0,0.0,4.0,0,1,7012 - Buying & sell own real estate,2010-07-19,0,0,0,0,0
278,05642008,DPIF (DARIN COURT MK) LIMITED,6.0,2.0,0.0,4.0,0,1,7012 - Buying & sell own real estate,2010-07-19,0,0,0,0,0
279,05170898,DPS (BRISTOL) LIMITED,5.0,3.0,0.0,2.0,0,1,09100 - Support activities for petroleum and natural gas extraction,2014-09-17,0,0,0,0,1
280,10259705,DRAGONGLASS UK LESSEE HOLDINGS LIMITED,1.0,0.0,0.0,1.0,1,1,55100 - Hotels and similar accommodation,2021-05-06,0,2,0,0,0
281,07140058,DRAYTON MANOR PARK HOTELS LIMITED,4.0,3.0,0.0,1.0,0,1,55100 - Hotels and similar accommodation,2020-08-26,0,0,0,0,1
282,06551179,DRIBUILD LIMITED,6.0,3.0,0.0,3.0,1,4,41100 - Development of building projects,2019-10-16,0,2,0,0,1
283,04926993,DRIFTWELL INVESTMENTS LIMITED,1.0,1.0,0.0,0.0,0,1,64201 - Activities of agricultural holding companies,2018-04-09,0,3,1,1,2
284,09265833,DRIVENOW UK LIMITED,0.0,0.0,0.0,0.0,0,1,77110 - Renting and leasing of cars and light motor vehicles,2021-02-03,0,4,0,1,5
285,09327981,DRS MARKETS LTD,0.0,0.0,0.0,0.0,2,1,64999 - Financial intermediation not elsewhere classified,2020-12-12,0,0,0,0,0
286,00170103,DRUMCROWN LIMITED,6.0,6.0,0.0,0.0,0,1,2751 - Casting of iron,1995-01-04,0,0,0,0,0
287,SC179613,DRUMDALE LIMITED,0.0,0.0,0.0,0.0,0,1,7499 - Non-trading company,2003-03-19,0,0,0,0,0
288,NI044001,DRUMDOLLAGH CONSTRUCTION COMPANY LIMITED,7.0,7.0,0.0,0.0,0,1,None Supplied,2011-07-19,0,0,0,0,0
289,00215583,DRURYWAY ONE LIMITED,1.0,0.0,0.0,1.0,1,1,9999 - Dormant company,2017-09-11,0,0,0,0,0
290,04106340,DRYBARN LIMITED,4.0,0.0,0.0,4.0,0,1,82990 - Other business support service activities n.e.c.,2019-03-15,0,1,0,0,1
291,06542386,DUAL ENERGY GROUP LIMITED,1.0,0.0,0.0,1.0,3,1,35140 - Trade of electricity,2020-01-02,0,0,0,0,0
292,06411810,DUAL ENERGY LIMITED,2.0,0.0,0.0,2.0,0,1,99999 - Dormant Company,2020-01-02,0,0,0,0,0
293,04821204,DUAL INTERNATIONAL UNDERWRITING LIMITED,7.0,0.0,0.0,7.0,1,1,65120 - Non-life insurance,2018-07-20,0,3,0,0,3
294,07189728,DUAL UNDERWRITING LIMITED,2.0,0.0,0.0,2.0,2,1,65120 - Non-life insurance,2018-07-20,0,8,0,0,5
295,04729088,DUCHAMP LIMITED,7.0,5.0,0.0,2.0,0,2,46420 - Wholesale of clothing and footwear,2016-07-18,0,3,0,0,2
296,00910754,DUDSON LTD.,14.0,6.0,0.0,8.0,0,1,23490 - Manufacture of other ceramic products n.e.c.,2019-04-30,0,2,0,0,2
297,09783038,DUKE BIDCO LIMITED,0.0,0.0,0.0,0.0,0,1,96090 - Other service activities n.e.c.,2018-10-02,0,4,0,0,2
298,09782977,DUKE HOLDCO LIMITED,0.0,0.0,0.0,0.0,0,1,96090 - Other service activities n.e.c.,2018-10-02,0,4,0,0,2
299,09782581,DUKE MIDCO LIMITED,0.0,0.0,0.0,0.0,0,1,96090 - Other service activities n.e.c.,2018-10-02,0,10,0,0,5
300,08821316,DUNCAN FUNDING 2015-1 PLC,109.0,0.0,0.0,109.0,1,1,64999 - Financial intermediation not elsewhere classified,2020-12-18,0,0,0,0,0
301,10091290,DUNCAN FUNDING 2016-1 PLC,102.0,0.0,0.0,102.0,0,1,64999 - Financial intermediation not elsewhere classified,2020-12-18,1,0,0,0,0
302,SC155032,DUNEDIN INDEPENDENT PLC,5.0,2.0,0.0,3.0,0,1,7487 - Other business activities,2012-04-12,1,0,0,0,0
303,SC003243,DUNEDIN WORLDWIDE INVESTMENT TRUST PLC,2.0,1.0,0.0,1.0,0,1,6523 - Other financial intermediation,1998-07-20,0,0,0,0,0
304,06806098,DUNN MOTOR TRACTION LTD,5.0,2.0,0.0,3.0,0,1,45200 - Maintenance and repair of motor vehicles,2019-11-04,0,2,0,1,0
305,08161849,DUNNHUMBY ADVERTISING LIMITED,0.0,0.0,0.0,0.0,1,1,62090 - Other information technology service activities,2020-03-12,0,1,0,0,1
306,08071909,DUNNHUMBY HOLDING LIMITED,0.0,0.0,0.0,0.0,0,1,64209 - Activities of other holding companies n.e.c.,2021-03-19,0,1,0,0,1
307,01252688,DUNRAVEN FINANCE LIMITED,49.0,1.0,0.0,48.0,0,2,47910 - Retail sale via mail order houses or via Internet,2017-09-14,0,2,0,0,2
308,SC094091,DUNSMORE LIMITED,1.0,1.0,0.0,0.0,0,2,4521 - Gen construction & civil engineer,1998-04-03,0,0,0,0,0
309,00162457,DURHAM COATINGS LIMITED,1.0,0.0,0.0,1.0,0,1,2466 - Manufacture of other chemical products,1997-01-30,1,0,0,0,0
310,03128830,DURHAM INVESTMENTS LIMITED,1.0,1.0,0.0,0.0,0,1,7415 - Holding Companies including Head Offices,2013-01-22,0,0,0,0,0
311,01725721,DURKOPP ADLER (UK) LIMITED,0.0,0.0,0.0,0.0,0,1,"5114 - Agents in industrial equipment, etc.",2003-10-02,0,0,0,0,0
312,07889106,DURO FELGUERA UK LIMITED,0.0,0.0,0.0,0.0,0,1,43999 - Other specialised construction activities n.e.c.,2017-04-30,0,0,0,0,0
313,05593830,DUSKWATER DOXFORD LIMITED,2.0,2.0,0.0,0.0,1,1,7011 - Development & sell real estate,2010-04-27,0,0,0,0,0
314,02823361,DUTCH DAIRIES LIMITED,1.0,1.0,0.0,0.0,0,1,7415 - Holding Companies including Head Offices,2000-12-27,0,0,0,0,0
315,02603285,DUVALE PLC,2.0,1.0,0.0,1.0,0,1,32990 - Other manufacturing n.e.c.,2014-08-18,0,0,0,0,0
316,SC346445,DUVETCO LIMITED,4.0,2.0,0.0,2.0,1,1,46410 - Wholesale of textiles,2020-11-09,0,4,0,0,0
317,OC350804,DXC UK FINANCING LLP,0.0,0.0,0.0,0.0,1,1,None Supplied,2021-01-04,0,0,0,0,0
318,04071417,DYSLEXIA ACTION SHOP LIMITED,0.0,0.0,0.0,0.0,1,1,47910 - Retail sale via mail order houses or via Internet,2017-05-03,0,7,0,0,5
319,04555788,E N WORLD LIMITED,0.0,0.0,0.0,0.0,2,1,7499 - Non-trading company,2011-06-22,0,0,0,0,0
320,04566809,E REALISATIONS 2020 LIMITED,12.0,4.0,0.0,8.0,2,1,43342 - Glazing,2020-06-16,0,7,0,0,5
321,03854111,E TYPE LIMITED,2.0,2.0,0.0,0.0,0,1,73120 - Media representation services,2012-04-10,0,0,0,0,0
322,10368441,E-CARAT 7 PLC,2.0,0.0,0.0,2.0,0,1,64999 - Financial intermediation not elsewhere classified,2020-10-21,0,0,0,0,0
323,10611809,E-CARAT 8 PLC,2.0,0.0,0.0,2.0,0,1,64999 - Financial intermediation not elsewhere classified,2020-12-30,0,0,0,0,0
324,04687850,E-PAY HOLDINGS LIMITED,7.0,5.0,0.0,2.0,0,1,70100 - Activities of head offices,2021-01-05,0,1,0,0,0
325,02110605,E. WOOD LIMITED,8.0,0.0,0.0,8.0,0,1,2466 - Manufacture of other chemical products,2013-10-07,0,0,0,0,0
326,00517049,E.AND M.E.GILL LIMITED,7.0,7.0,0.0,0.0,0,1,6330 - Travel agencies etc; tourist,2011-07-20,0,0,0,0,0
327,01791299,E.D.S. INTERNATIONAL LIMITED,1.0,0.0,0.0,1.0,0,1,70100 - Activities of head offices,2019-03-03,0,2,0,0,3
328,02023634,E.J. HORROCKS LIMITED,3.0,0.0,0.0,3.0,3,3,43290 - Other construction installation,2018-09-06,0,5,1,2,1
329,02429840,E.R.HEMMINGS (BUILDING) LIMITED,5.0,4.0,0.0,1.0,0,1,41201 - Construction of commercial buildings,2014-11-14,0,4,0,1,1
330,00214366,E.WARD(WELLINGBOROUGH)LIMITED,10.0,0.0,0.0,10.0,0,1,7499 - Non-trading company,2005-03-03,1,0,0,0,0
331,06571504,EA 234 LIMITED,5.0,2.0,0.0,3.0,1,1,32130 - Manufacture of imitation jewellery and related articles,2018-03-14,0,3,0,0,0
332,OC334289,EAD SOLICITORS LLP,3.0,1.0,0.0,2.0,0,1,None Supplied,2018-10-25,0,0,0,0,0
333,08093037,EAF LEASING UK 1 LIMITED,3.0,0.0,0.0,3.0,1,1,64999 - Financial intermediation not elsewhere classified,2020-08-18,0,3,0,1,1
334,11391391,EARND (UK) LIMITED,0.0,0.0,0.0,0.0,1,1,64999 - Financial intermediation not elsewhere classified,2021-03-31,0,5,2,1,5
335,05862450,EARTH PROPERTIES LIMITED,21.0,12.0,0.0,9.0,0,1,68209 - Other letting and operating of own or leased real estate,2015-02-11,0,3,1,1,0
336,10927642,EARTHWORM LIMITED,0.0,0.0,0.0,0.0,1,1,"74909 - Other professional, scientific and technical activities n.e.c.",2020-12-11,0,2,0,0,3
337,NI032695,EASSDA IRELAND LIMITED,3.0,2.0,1.0,0.0,0,1,None Supplied,2016-10-06,0,0,0,0,0
338,08142339,EAST COAST CONCEPTS LTD,10.0,7.0,0.0,3.0,0,1,56101 - Licensed restaurants,2020-09-23,0,1,0,0,1
339,03651082,EAST LANCASHIRE DEAF SOCIETY LIMITED,8.0,3.0,0.0,5.0,0,1,88100 - Social work activities without accommodation for the elderly and disabled,2019-06-21,0,3,2,2,0
340,03656234,EAST MEDITERRANEAN TRADING LIMITED,0.0,0.0,0.0,0.0,0,1,64999 - Financial intermediation not elsewhere classified,2020-09-24,0,2,0,0,1
341,04040114,EAST MIDLAND ELECTRICAL INSTALLATIONS LIMITED,5.0,1.0,0.0,4.0,0,1,43210 - Electrical installation,2019-03-14,0,0,0,0,0
342,09740741,EAST STREET DEVELOPMENTS LIMITED,1.0,1.0,0.0,0.0,0,1,41100 - Development of building projects,2020-01-11,0,1,0,0,0
343,00811120,EAST WEST INSURANCE COMPANY LIMITED,2.0,0.0,0.0,2.0,0,1,65120 - Non-life insurance,2020-11-24,0,1,0,0,1
344,04390139,EAST YORKSHIRE BEEF LIMITED,0.0,0.0,0.0,0.0,0,1,47220 - Retail sale of meat and meat products in specialised stores,2018-11-21,0,3,2,2,2
345,04407425,EASTENDERS CASH & CARRY PLC,2.0,1.0,0.0,1.0,0,1,"46342 - Wholesale of wine, beer, spirits and other alcoholic beverages",2014-01-20,0,0,0,0,0
346,SC152393,EASTERN COMPUTING LIMITED,0.0,0.0,0.0,0.0,0,1,7220 - Software consultancy and supply,2001-03-12,0,0,0,0,0
347,09447033,EASTERN HARMONY GLOBAL CAPITAL LIMITED,0.0,0.0,0.0,0.0,1,1,66300 - Fund management activities,2020-09-05,0,2,0,0,1
348,02995393,EASTERN INFRASTRUCTURE MAINTENANCE COMPANY LIMITED,0.0,0.0,0.0,0.0,0,1,"49311 - Urban and suburban passenger railway transportation by underground, metro and similar systems",2018-10-10,0,0,0,0,0
349,FC026135,EASTLAKE STEVENAGE LIMITED,0.0,0.0,0.0,0.0,0,1,None Supplied,2015-06-12,0,0,0,0,0
